Time(Iteration),UCBLinear,TSLinear,PHELinear
0,0.3198108872978774,0.4009555170786664,0.3198108872978774
1,0.6593267582427764,0.7584818261982592,0.7152881823274261
2,1.0244518641010878,1.061828630323729,1.1582960388999972
3,1.3451751297586554,1.3822638430611995,1.5280958116892716
4,1.6359599654803354,1.6683233839592275,1.9967030943563195
5,1.9609905335681912,2.0479592044209265,2.420346999056567
6,2.30663115410371,2.415239823846626,2.7908546440762168
7,2.5705942788110345,2.6896470967773047,3.25514812080353
8,3.0202866045339745,2.952361590764301,3.618913214759992
9,3.3023336431771364,3.124152881690186,3.9326607285780475
10,3.5020017349357153,3.3586342490878813,4.233915997083694
11,3.8132954296965806,3.565965099414523,4.565601516716539
12,4.065758139972034,3.823949351653055,4.91790444174433
13,4.315898503192164,4.084719630762683,5.291662180610611
14,4.618798382174021,4.345845290445557,5.63256112960701
15,4.848722439121193,4.617224123400769,5.949503148604374
16,5.037180274030982,4.751199155838364,6.421778083110451
17,5.270399877926944,4.978196356330094,6.813174660654774
18,5.3932424924983255,5.136639068660225,7.27892919553082
19,5.62639000323365,5.269598835169374,7.677600670258546
20,5.833590335076659,5.434995422586987,8.010093959867259
21,6.0189097218380585,5.638414813172599,8.414639300424287
22,6.20253004450023,5.734763327891356,8.703106785067607
23,6.352940377448567,5.876821209553105,9.061437829171568
24,6.475052698842575,6.002033819610107,9.444057354083725
25,6.565237086337177,6.224683702650543,9.721506490318117
26,6.679777038491025,6.359436707961212,9.868123858287301
27,6.770270277082051,6.529456084951545,10.173605249387863
28,6.907078459652515,6.691671349716468,10.298657756887973
29,7.072479250449345,6.854673880345624,10.502464167868416
30,7.27944947926385,6.995668745240446,10.649437450293126
31,7.464237011779581,7.131653099746887,10.900155417077718
32,7.517696944034164,7.29077177667764,11.15324683808248
33,7.626332186502348,7.421799465337466,11.370205219416844
34,7.720416175827185,7.563474398703643,11.542762916153364
35,7.774637317116199,7.633721256048959,11.721761960766708
36,7.828858458405213,7.712424730513559,11.929990460997272
37,7.87033716115253,7.7969386268402445,12.096930336623746
38,7.915280457954516,7.9124230405397835,12.228507248845824
39,7.960223754756503,8.007050692401986,12.396904984586161
40,8.036141329376978,8.079114549765206,12.605672147152514
41,8.131584193972738,8.176234347111482,12.841946343540982
42,8.234679536450827,8.271747726222412,13.026695434415696
43,8.29906974044413,8.378106336976483,13.259433201818066
44,8.343915651824931,8.473350563611689,13.41252707698266
45,8.42139356397052,8.540915016430638,13.562048274805523
46,8.525619831027353,8.66361785707937,13.75462372361821
47,8.591970408054992,8.72992899237965,13.966043919725337
48,8.660466916028998,8.77720488154264,14.140100323801306
49,8.72656634649334,8.852064644550138,14.29574586364381
50,8.7711180311001,8.93608011001728,14.471200076808845
51,8.829604003550319,9.07900569672781,14.621045997139209
52,8.855372486155705,9.169434110443392,14.72408038433852
53,8.881140968761091,9.272701762956743,14.892034271109214
54,8.906909451366477,9.400249261399193,15.058040256924993
55,9.015180951028887,9.481676449533325,15.252271089692012
56,9.091538633630332,9.565806026280772,15.421589479891656
57,9.149468238580292,9.740349701664348,15.691073812915715
58,9.25028943684664,9.81842597814924,15.811756115245263
59,9.375104418463977,9.857887693701576,15.899377403446849
60,9.398563880300298,9.8859113785838,16.090135638624485
61,9.418558748081947,9.982195437114791,16.235547915628985
62,9.49160866248134,10.041259679809338,16.341609783409332
