Time(Iteration),UpperConfidenceBound,ThompsonSampling
161,23.582032517766645,21.471247446608324
162,23.592746833685954,21.514138897373165
163,23.63405787049775,21.54524958618564
164,23.696561587780838,21.660809597086605
165,23.749407028757204,21.690939554870397
166,23.787812405518693,21.80041043773175
167,23.853395568110997,21.80269458819165
168,23.88497587949186,21.839051591964978
169,23.8999247245303,21.884712338006317
170,23.914873569568737,21.936233785705337
171,23.929822414607177,21.97762226873176
172,23.965459583977996,21.982400673081862
173,24.023605937767776,21.98581511395573
174,24.02633077083451,22.066782341427533
175,24.095153567628593,22.08247301023052
176,24.113516853540897,22.09012943525503
177,24.1341642899131,22.105252989829715
178,24.154811726285306,22.210621886634915
179,24.20047485915982,22.25321850405603
180,24.246693707448827,22.318779654433218
181,24.248977857908727,22.350111580320494
182,24.252924432991247,22.40491518102484
183,24.284556934852226,22.41061377235861
184,24.373989467574596,22.453782504920056
185,24.39098042890037,22.457729080002576
186,24.4159129479213,22.53508298632324
187,24.527543386603714,22.596217505693424
188,24.56066300681322,22.62446946904653
189,24.56294715727312,22.6793553831399
190,24.566893732355638,22.719354683591227
191,24.662699084931198,22.725053274924996
192,24.796577219737017,22.863665620177013
193,24.94524044944347,22.867612195259532
194,25.00410063814582,22.91114539236076
195,25.049863027335235,22.915091967443278
196,25.086801642652002,22.983220864317534
197,25.14394197442467,23.016226937200855
198,25.16290307389869,23.04679350438733
199,25.19567625225422,23.051936380306596
200,25.21463735172824,23.088272923366993
201,25.24914111842616,23.11144167227159
202,25.276289228486473,23.15499108714698
203,25.30779357031322,23.20460842008956
204,25.41235203835094,23.221735953873157
205,25.49947914934757,23.233428545608813
206,25.546202156800998,23.26530850173236
207,25.593478927432237,23.337330838383682
208,25.64075569806348,23.343029429717447
209,25.682584800917756,23.353801834469444
210,25.75923661634136,23.40681922311163
211,25.804955678968906,23.433206138777773
212,25.93973853331557,23.450017959971113
213,25.9677476375232,23.456548380572464
214,26.000772466316374,23.518120953477762
215,26.047201670207386,23.521535394351627
216,26.080758633209218,23.532327373147037
217,26.164739234557366,23.535741814020902
218,26.221387823373668,23.563372051536728
219,26.371500198218047,23.583306847235917
220,26.394068901376876,23.589575985978577
221,26.450513252547154,23.63329583760215
222,26.4937208285936,23.645839832648807
223,26.526411457135236,23.65061823699891
224,26.55959241723869,23.686682373232234
225,26.649669929230264,23.6900968141061
226,26.683624993141443,23.694043389188618
227,26.795430129067523,23.732008027162813
228,26.8469874363826,23.77347375242993
229,26.853832840095492,23.775136177052552
230,26.898755272438272,23.782601616631958
231,26.973409078089183,23.806053198140923
232,27.0712547979377,23.826456481979033
233,27.074113523397067,23.832155073312798
234,27.076972248856435,23.843847665048457
235,27.085773203465028,23.854620069800454
236,27.133328156178912,23.864560645284865
237,27.1808831088928,23.89692869523254
238,27.197863862695705,23.935803683982908
239,27.206664817304294,23.94576506742328
240,27.216021487327385,23.948881047150763
241,27.234384773239686,23.985178255836345
242,27.300356683556224,24.006596791149725
243,27.321247757743883,24.033999897955297
244,27.32718998689311,24.0387783023054
245,27.34871435288481,24.07273336782652
246,27.361956457079476,24.109760555196182
247,27.372115057584285,24.170573938399926
248,27.44445385775989,24.201624794004207
249,27.49472494844528,24.223620323766532
250,27.51765722432907,24.228398728116634
251,27.54058950021286,24.230061152739253
252,27.585944039704753,24.231723577361873
253,27.621831110203175,24.240978831029953
254,27.643011369835722,24.328200651876642
255,27.663481269718385,24.338992630672053
256,27.70968843253898,24.342939205754572
257,27.76217132617483,24.34946962635592
258,27.788815904233537,24.353416201438442
259,27.81546048229224,24.358194605788544
260,27.821402711441465,24.365851030813054
261,27.827344940590688,24.392319246712404
262,27.83328716973991,24.396265821794923
263,27.839229398889138,24.41948046099631
264,27.853679456373875,24.438754658190774
265,27.86128411014572,24.44445324952454
266,27.890081444388862,24.45559038424593
267,27.971238019488577,24.461288975579695
268,28.014391242921686,24.498402233261356
269,28.096260608474655,24.540879981320995
270,28.162475218194494,24.59690384176013
271,28.17737974701178,24.621821142841625
272,28.285855598964826,24.625767717924145
273,28.30820634791983,24.718080547623572
274,28.334011631299205,24.890608219958086
275,28.381021588407577,24.897138640559433
276,28.429460665292975,24.899422791019333
277,28.500453099337754,24.97157049282197
278,28.56510091247919,24.97157049282197
279,28.6097248752513,24.97323291744459
280,28.683218429519705,24.992663384467214
281,28.769027505562867,24.996609959549737
282,28.79710034053113,25.051937609671697
283,28.830799388174967,25.07482977115356
284,28.853968137079562,25.07649219577618
285,28.877136885984157,25.082190787109944
286,28.90537898852738,25.09189121906031
287,28.93009518817549,25.119838888047724
288,28.94578585697848,25.131794567794472
289,28.96786065180202,25.131794567794472
290,29.010906172624537,25.13345699241709
291,29.048589095929863,25.13574114287699
292,29.09785091103229,25.141439734210756
293,29.13063237591812,25.144854175084625
294,29.222121169557,25.148800750167144
295,29.305504543693978,25.269322838997216
296,29.342519287243725,25.270985263619835
297,29.35933110843707,25.28124510820659
298,29.378730106119114,25.292376725418986
299,29.382676681201637,25.29579116629285
300,29.39431750168463,25.38750621159161
301,29.431130889041594,25.398637828804006
302,29.435077464124117,25.409429807599416
303,29.43902403920664,25.46834438752999
304,29.442970614289163,25.494246256031612
305,29.446917189371685,25.5346414978101
306,29.45086376445421,25.552084182864327
307,29.45481033953673,25.573500915517677
308,29.471188472901606,25.576359640977046
309,29.503380029701624,25.578022065599665
310,29.50852290562089,25.592549736333105
311,29.51080705608079,25.596496311415628
312,29.535972597192135,25.600442886498143
313,29.580072700453616,25.602105311120766
314,29.582356850913516,25.66765088207357
315,29.627934365563874,25.671065322947435
316,29.631880940646397,25.684481090619734
317,29.666151103944863,25.686765241079634
318,29.704732812535582,25.74729652471231
319,29.757868734207356,25.750710965586176
320,29.78198043044614,25.7546575406687
321,29.80683000587814,25.776732335492245
322,29.841248955818706,25.780678910574768
323,29.846947547152475,25.820518436938755
324,29.850894122234997,25.833894261252993
325,29.861686101030408,25.856459686225094
326,29.885596589382118,25.890532539538526
327,29.89638856817753,25.89623113087229
328,29.96891290002204,25.900177705954814
329,29.972859475104563,25.92284473197331
330,29.976806050187086,25.944011010991197
331,30.149000978785164,25.946295161451097
332,30.15469957011893,25.972605224857926
333,30.18468754605364,25.977748100777195
334,30.23014063114933,26.012200013585293
335,30.275593716245016,26.01734288950456
336,30.309545049601873,26.020757330378427
337,30.395940885975865,26.05225165808332
338,30.41866390793922,26.053914082705944
339,30.515330135717704,26.059888787892795
340,30.58357447296465,26.07102040510519
341,30.59671346942266,26.07330455556509
342,30.60241206075643,26.079003146898856
343,30.631826348352586,26.089297184156926
344,30.65299004884733,26.09499577549069
345,30.680095978491295,26.096658200113314
346,30.690390015749365,26.100604775195837
347,30.702968203467332,26.10226719981846
348,30.777872268560333,26.114811194865116
349,30.7881663058184,26.11647361948774
350,30.7881663058184,26.129017614534394
351,30.79158074669227,26.132964189616917
352,30.796723622611534,26.184483933416498
353,30.80987560319503,26.250155155449033
354,30.825311734238426,26.264249138354007
355,30.84074786528182,26.26994772968777
356,30.856183996325218,26.280241766945842
357,30.926958652097994,26.318884992473084
358,31.06032084715166,26.343988059800438
359,31.15743297037443,26.358082042705412
360,31.23585741577181,26.38703643391316
361,31.28419780044242,26.46319876716394
362,31.28934067636169,26.481859121113622
363,31.29448355228096,26.539042591223613
364,31.314333239066098,26.644646340146117
365,31.342124483546392,26.644646340146117
366,31.34999219253239,26.647505065605486
367,31.370083913490095,26.68159033406001
368,31.38884410492268,26.700457197533403
369,31.415753274725812,26.702119622156026
370,31.42089615064508,26.764500649911895
371,31.4613136079541,26.79732089357778
372,31.50880708059928,26.805828721913294
373,31.53592292031911,26.809775296995817
374,31.539869495401632,26.842529633850468
375,31.543816070484155,26.84647620893299
376,31.547762645566678,26.850422784015514
377,31.5517092206492,26.87333534323418
378,31.60083498145564,26.89294230721696
379,31.649960742262085,26.988221264827377
380,31.67734796004934,26.9921678399099
381,31.70473517783659,26.996114414992423
382,31.830219097246687,27.006419720446228
383,31.833077822706052,27.019835488118524
384,31.83593654816542,27.021497912741147
385,31.87160849023088,27.02544448782367
386,31.900435028583452,27.029391062906193
387,31.92341907571991,27.052559811810788
388,31.94086176077414,27.063691429023187
389,32.00154914099855,27.12225104924508
390,32.00724773233232,27.135666816917375
391,32.03314960083394,27.14679843412977
392,32.038848192167706,27.155306262465285
393,32.07653111547303,27.159252837547808
394,32.080477690555554,27.164031241897913
395,32.086176281889315,27.177441258883466
396,32.170915321006476,27.20010828490196
397,32.18061575295685,27.202967010361327
398,32.18803203444732,27.20691358544385
399,32.1967827114192,27.223291718808724
