Time(Iteration),UpperConfidenceBound,ThompsonSampling,PerturbedHistoryExploration,UCBLinear,TSLinear,PHELinear
31,3.257657729548209,3.1523109690371447,3.299502322763124,3.3255197749873404,3.2760205173928774,3.2688058848388324
32,3.3187908266015236,3.2525477683867288,3.3916790180706426,3.415078119882344,3.369953452354005,3.365192817422463
33,3.4102312986319134,3.3020786565778266,3.47090604038375,3.4982623758191957,3.4636855552519377,3.452157349900162
34,3.480476116289035,3.4036457809137675,3.578635932862999,3.5514613495039704,3.5359522835863073,3.562628628859252
35,3.545332653925802,3.453258595825475,3.679115554908216,3.6028907810408777,3.651803421473764,3.709766191026504
36,3.6092070646950596,3.5150720794570858,3.776245015153461,3.642991418327971,3.72744276840017,3.7980462728778632
37,3.6729035559629892,3.605003155919717,3.8686583807377835,3.7169411764598004,3.832361788671715,3.8820514830668764
38,3.742910002734393,3.671021431649012,3.976001781772724,3.769644323904462,3.9117996884980832,3.975617418181566
39,3.796581119873795,3.70718561759175,4.051284286341668,3.8532154034906214,3.9959795022185522,4.047495093763408
40,3.8612435412940607,3.7769205535842865,4.150716031830976,3.928680179350284,4.0780488292586305,4.127836000955771
41,3.933941310521592,3.8583801575829475,4.234188386304012,3.986965043241399,4.1860885899694384,4.231973793341097
42,3.997698484634057,4.008348541011213,4.2931948539768925,4.1054430001602835,4.23585814624605,4.3313545096936545
43,4.0674075631118045,4.12741425609096,4.410587980322794,4.1580987218262155,4.366354570034091,4.447979767210723
44,4.096788377907152,4.17063364016331,4.492748600866108,4.178586903655162,4.411185125269709,4.51233872790743
45,4.148659459323015,4.233824022021859,4.612501311211414,4.238497538904969,4.490517306492548,4.607581231287551
46,4.182933973115032,4.28263680439906,4.685166301622127,4.315489912360372,4.56082964710913,4.646612605939603
47,4.237746694934208,4.364466973920011,4.7667316285049806,4.387258152382719,4.604939767443398,4.778042551763384
48,4.2841524138041,4.475731993537132,4.887650043844608,4.421525526131575,4.6801476372556134,4.873463059215007
49,4.307473518684022,4.571829403518932,4.998967266262065,4.4273449630226684,4.762721061314501,5.025395243189992
50,4.345967346580401,4.657285513833076,5.101485481263435,4.506848999890435,4.84543561868717,5.1338381971504585
51,4.396983269249282,4.722328535074953,5.155177481383537,4.603467460290581,4.94982032077209,5.245124229184087
52,4.5234599308161405,4.770481076870048,5.2418797514315365,4.681418987628611,5.02708749733513,5.3410902302961345
53,4.613812581946014,4.799815857015938,5.373698040523372,4.756026251011147,5.077576084800988,5.391113322652563
54,4.680298028013382,4.859592834538887,5.412862887359017,4.803191599144567,5.155821192824121,5.490605092574436
55,4.7161686935050575,4.9496908550463505,5.532162674328191,4.824573305868553,5.265548470645341,5.56778277953125
56,4.749286835633916,5.006180015910551,5.649314628747188,4.900263629809165,5.374373054117177,5.603773046368482
57,4.776491260554289,5.073087806415474,5.716943063286609,4.962928906226003,5.440334122189106,5.745338488171103
58,4.878660273803239,5.167243878106829,5.822850038704815,5.097208916268996,5.573034225704255,5.833268099019049
59,4.898951648902327,5.224018873992394,5.92844336704538,5.13611774815706,5.6291580552999765,5.963699222964529
60,5.0005951011226335,5.282287796365589,5.9514697779167145,5.201528069510167,5.70453523889225,6.043802657567777
61,5.106483890701815,5.344838522226774,6.039670193000881,5.2372461514834745,5.796440623045443,6.121778316945891
62,5.161464175280413,5.373354573841654,6.128659801799953,5.31671858956134,5.860145170303205,6.174833241709813
63,5.226951562304573,5.447151132505353,6.20431326743938,5.390735539265839,5.968052118007245,6.202087505769706
64,5.294733376793163,5.517023475658559,6.28330612888328,5.4627081507388855,6.035576379488676,6.322536450134923
65,5.416202749206309,5.606946641492753,6.427481779736041,5.550293754329109,6.116534205024663,6.423554204398899
66,5.529291278017094,5.682102480609148,6.546260616229311,5.585905398638788,6.218613525718045,6.493154172977356
67,5.606872528507397,5.734643377723613,6.590507030733006,5.638044956833378,6.244819038479003,6.546288305801556
68,5.666276059685838,5.793939080764989,6.698549589896527,5.6866388973514805,6.261514895602914,6.607322158021785
69,5.748233956936582,5.819440144098812,6.770053587486127,5.829633451341058,6.320463312497145,6.678511283686118
70,5.816604109434536,5.903631376650385,6.842206722834263,5.896607838139689,6.347772511960085,6.756075122328964
71,5.872442690846259,5.940854321531715,6.943175358145861,6.003562301091801,6.462347115898174,6.820669753652953
72,5.911994340175598,5.960001511408704,7.054608098318978,6.029894185331848,6.5711786878085565,6.946157238779405
73,5.961155883927277,6.071747822900987,7.107294431021809,6.087319825497363,6.64291778592689,6.995397562873753
74,6.052071702042598,6.156579370522563,7.169007999548015,6.132814179182298,6.7410201948722825,7.033152365309877
75,6.115593815456784,6.246356189651857,7.284415142576333,6.1905203673085785,6.844466882569836,7.131293812572951
76,6.2006863229951845,6.2653486904888585,7.331707585641165,6.235757737218924,6.8906006950905505,7.286391612800294
77,6.288611606431869,6.300194479096943,7.419830653836845,6.281404804877975,6.962534528869301,7.437344610602925
78,6.372941518719439,6.329873461512426,7.506239017421725,6.374668547739933,7.042598418964687,7.542244678120494
79,6.414290263614309,6.418799428339403,7.594765084024613,6.463956255788797,7.107383146839285,7.6735097887276895
80,6.474458954826806,6.448060373918011,7.725176810268822,6.528867389408967,7.1625077313276675,7.736370028520733
81,6.529952960243764,6.516805867139735,7.819835402722683,6.577024895321436,7.235186367749537,7.862725609093472
82,6.583854574237094,6.55670971115795,7.934206381826182,6.6473291492795665,7.29516716177798,7.930893207429564
83,6.663619433225617,6.620744303368809,7.977045629658157,6.713787547616439,7.396827837125538,8.002994522363409
84,6.701253017255588,6.666443377046217,8.039890170697667,6.787685149002118,7.421760141546128,8.095583724050073
85,6.775170456030639,6.71049847569252,8.0728739759782,6.888114304789727,7.494447043410382,8.145967244446338
86,6.819661264470241,6.7454456076343305,8.17719951266353,6.920038715434609,7.650955209200882,8.23739289695813
87,6.871355553565152,6.8144959793714985,8.304262572792307,6.97139494600227,7.716224653479469,8.301990036308615
88,6.889242413797481,6.8445952274241835,8.391939959918693,7.058436253488006,7.8811779591446065,8.366040157409111
89,6.933938947758543,6.888116837155143,8.460188461803982,7.0906551873849155,7.94668281608632,8.482182304624963
90,6.987732153907099,6.953689733897936,8.60769270716936,7.172495582193726,8.056841120228055,8.575025201848707
91,7.038093196490047,7.016296380771441,8.679546579032504,7.181786434017104,8.090975439867677,8.669061023820557
92,7.100369697057315,7.043986633258456,8.761495581764319,7.254158518927928,8.170352679143683,8.732269194611128
93,7.1399180868808,7.096241231218613,8.806661225003449,7.301047085259268,8.20341478256781,8.813452299805453
94,7.235515112568228,7.152812548696137,8.92613312868897,7.358082280692573,8.279648763808702,8.940017482223116
95,7.294534002940833,7.179529047138355,9.008555628461723,7.418184233222171,8.348273667428842,9.039083270178812
96,7.305454871041135,7.194776783923912,9.114494592783625,7.447754143975816,8.392658515258217,9.123086583135166
97,7.340995926119258,7.229515747200812,9.143432585800415,7.500416169984857,8.479062869823029,9.203022555581125
98,7.372947238346836,7.277311521183681,9.24311612672572,7.590341670723527,8.502901590857336,9.235421020691904
99,7.406333180175016,7.328595423937367,9.287840727549948,7.624175688266542,8.546882605157531,9.308133804945678
100,7.4544187545504625,7.364889155274957,9.383359653934932,7.677696903609901,8.60126338390903,9.394010429485686
101,7.481204056703172,7.445888657512674,9.460992884767942,7.7030245224290965,8.66229030709331,9.513221398421003
102,7.5238414044731545,7.475566397965342,9.51656694755772,7.757494478821821,8.696373923205694,9.55493519198932
103,7.59990079834914,7.553652565542103,9.662590478991595,7.854954174005114,8.764026458185946,9.648416185622732
104,7.654928016524498,7.635457548593581,9.74941136946958,7.937950016364333,8.874176818693979,9.733632180681912
105,7.716789190744187,7.682413012474076,9.814319846514428,7.983445835246947,8.922423396488083,9.8390404490133
106,7.7583181444176486,7.71362989067593,9.895074334341357,8.052098580712421,9.026232386569026,9.887530399250144
107,7.824815134507672,7.755967349056249,9.978393281294654,8.115595773983403,9.064840452710843,9.998217046709659
108,7.872970309565851,7.790574854039486,10.082285942877657,8.12743261466245,9.112387616800353,10.093742197403348
109,7.914115523574826,7.816960069019935,10.157573867720014,8.148891046890945,9.15526908823805,10.18857390588012
110,7.938726578555706,7.894669107161801,10.269841883347762,8.173328944088947,9.21475582262552,10.278694344123105
111,7.990541694743252,8.011495662793845,10.34503629216353,8.278729130521894,9.295485753180055,10.400173043356094
112,8.071216799188985,8.071604738349146,10.44144363379585,8.351183894773055,9.371039693549154,10.473311992595914
113,8.111916230230737,8.122848000032791,10.522864661530509,8.368809664594261,9.4051008617163,10.600690757159681
114,8.162940251139455,8.157119109340655,10.578519166798024,8.446325688223984,9.462109815205753,10.696036456779044
115,8.188619227370909,8.20378402118063,10.675784204758285,8.479416907841628,9.524443817345734,10.739727512030562
116,8.220661368489708,8.209740227134215,10.766445258293043,8.55142293341338,9.604357930587408,10.764152443010863
117,8.265858966392862,8.230297239148733,10.831722489327031,8.610176292392556,9.640935643134917,10.827672190773848
118,8.330293318994137,8.249671109428066,10.909433393310016,8.646536960315235,9.659343612007063,10.897344439488524
119,8.365186086323646,8.309796128781702,11.0430793011632,8.727174808796153,9.683935157746124,10.990284003208725
120,8.38955351751534,8.324188045685524,11.05781808161845,8.756554735032143,9.725101955052825,11.086026462886942
121,8.459499603984213,8.364308210927195,11.129306499739409,8.773851818391302,9.751583042012127,11.125140377939992
122,8.520846997867004,8.411829307084973,11.22394252371377,8.862503071139923,9.780316937190033,11.197873277283009
123,8.541931989328793,8.444311899001088,11.257732234574373,8.88631747044108,9.791593028248425,11.264806543772211
124,8.595402511090839,8.48275499302558,11.32275942751672,8.946019238420364,9.829599267150298,11.32807315971384
125,8.652409352286936,8.540939380249243,11.431132955930922,8.979478697475773,9.901965199242385,11.398750885249115
126,8.68349528954945,8.57095630776897,11.491936736200497,9.02627605901871,9.978400165053731,11.493198549553629
127,8.71494699051448,8.633455099295077,11.580965956776847,9.049619950895467,10.022835764077268,11.590740382268407
128,8.78742635853315,8.699767018955454,11.655082498793307,9.112108965821172,10.095376731847741,11.688434077159304
129,8.883650374262889,8.726587029330982,11.78835599834986,9.143938434239992,10.143583921886643,11.754402861034855
130,8.914241896372939,8.793668633644305,11.877126971232244,9.216168156862707,10.166744470217752,11.79701152262598
131,8.972442402698539,8.80840817685476,11.92536752001197,9.27429303514823,10.225170388051335,11.87592018787299
132,9.02635455558791,8.847360596297076,11.9857800567669,9.30449800251258,10.254250941379809,11.96875452294419
133,9.090269398202404,8.895782448116591,12.13218713347096,9.353045811594264,10.294121202590844,12.048757343708719
134,9.130489691585396,8.89765585998973,12.19741607883496,9.372188452341353,10.336855278334777,12.136334065195612
135,9.140765730099664,8.91602566002743,12.274321122317179,9.422430446236184,10.444564367517385,12.214205406327196
136,9.1741674171779,8.95721343074201,12.3790682464865,9.451466994460562,10.461128324293432,12.331305664197398
137,9.239333279468838,9.010071361213722,12.487478787289096,9.50475677057724,10.556970934782589,12.39933143739442
138,9.267120166732505,9.067364635051096,12.535595241354121,9.529647512522013,10.584055903325957,12.450206885251895
139,9.303057927937308,9.078920921793113,12.594567554246604,9.575428581565891,10.655080621532985,12.523699013585773
140,9.371708974259882,9.145849875620728,12.671603623247133,9.607733513560444,10.709411309600316,12.61218024508712
141,9.404964985533312,9.2102907861819,12.72375097486216,9.65734441018685,10.746645046932706,12.677272016697778
142,9.451154651026371,9.240594324915506,12.821504365269089,9.692646087856886,10.791094686701769,12.78273287906229
143,9.480057541387026,9.294414199419379,12.95891256574499,9.713953781821498,10.819469149504405,12.86677198213619
144,9.50881392387241,9.3678119262121,13.065285963818567,9.743661721877094,10.85320346658462,12.954824069346401
145,9.59451775387353,9.412182237464972,13.147732330221945,9.793889770967313,10.952178277126517,13.027698377856003
146,9.649265966511171,9.421142306160556,13.19494639415636,9.813412017784891,10.969302559192828,13.171504737553349
147,9.682139043429855,9.452959016689679,13.238085830283353,9.827789892797474,11.027411237011655,13.238066439380399
148,9.72816054531227,9.489592456862866,13.32018576447506,9.876057264980629,11.046688304945016,13.323592654704223
149,9.756151070271564,9.563994865289123,13.42500167431075,9.90359574286113,11.119750703208716,13.392865995791116
150,9.809359689619493,9.598877856851239,13.481267074496367,9.950141439763966,11.192692054546132,13.4551461946641
151,9.842504669189708,9.663382427187171,13.609179545915163,9.982304950312775,11.241911257517689,13.54677138388818
152,9.906845945931158,9.703110713022562,13.711204979741755,9.998504736079202,11.300149118651337,13.650099660942775
153,9.928325882696665,9.713321880074558,13.779404804344631,10.039132123081288,11.331410576288896,13.724722028840892
154,9.97145764356485,9.753074876187807,13.867126676385379,10.093457513851984,11.396477213099171,13.830806532443784
155,9.993419435923695,9.78907304556527,13.991969899962282,10.120082648019457,11.429255168603005,13.893056524894428
156,10.048292777365832,9.81905215506345,14.102709586301838,10.132983612960743,11.502289604821136,14.006538308927682
157,10.083081743175532,9.876726466376255,14.161375865331621,10.158730436746378,11.520823498129342,14.120185804473811
158,10.137113829742173,9.910469521854997,14.226992102435883,10.199505182802373,11.552696526565686,14.204389417273529
159,10.201465231330786,9.958912861898558,14.279174851364806,10.259925207925493,11.589656486338804,14.299618065397123
160,10.219230792356353,10.020715356255916,14.316652569522436,10.290855756219207,11.618756266434374,14.374169824637562
161,10.249282885322163,10.074375505322095,14.358776574205024,10.352825188995592,11.64057279778656,14.463841517616876
162,10.261643574141694,10.090705993288951,14.484593097323597,10.400666531653767,11.676635700914776,14.565870558710099
163,10.283324652098607,10.120001757708732,14.538753920245487,10.425111238237012,11.71266516690703,14.64824808318895
164,10.330496142088476,10.136532945127682,14.618348930168688,10.492074683815485,11.73605675297987,14.706850960250705
165,10.353750284740725,10.162833259302028,14.641353034718312,10.54425707692707,11.766602405645685,14.766894060193561
166,10.412214688388653,10.20047331101278,14.697024179004359,10.602292945065368,11.806635521200924,14.83619604532355
167,10.440557028678944,10.276617058081918,14.768643153804893,10.64584107064493,11.820825223452523,14.940287657478976
168,10.491771795529239,10.321581821724546,14.832176980408914,10.675777820569653,11.852129338599207,15.029478517697513
169,10.523431630279342,10.352412523780325,14.943078143387543,10.73858784128448,11.908185029904443,15.089643492940587
170,10.539963235313532,10.384226854272741,14.98913585171212,10.791035280476104,11.96015324058423,15.199653537135251
171,10.550612632357408,10.415486762907118,15.081687740608128,10.805035307663282,11.988149230837516,15.303915952913025
172,10.569645576602841,10.460562067630857,15.121709886161685,10.819929740218004,12.042255230937066,15.376399911222478
173,10.601917143691152,10.472336315991438,15.216711898073365,10.842031675406506,12.078950939889456,15.44241223722653
174,10.628874473632008,10.480853592702232,15.304173275775534,10.871155201166214,12.172042863773353,15.536930876993035
175,10.638609160849144,10.514815646130497,15.396412354754222,10.918890675388415,12.25170141500654,15.646906709594631
176,10.65383690480516,10.552356213171375,15.436587900880804,10.94553572557423,12.268280894502933,15.735757577423325
177,10.709937850661625,10.58340497987404,15.486607200324496,10.978066140048174,12.310861673763139,15.855865933710021
178,10.75403795877177,10.588655066709153,15.612376950979122,11.048025367075613,12.385312309175713,15.944044460513632
179,10.788922912576695,10.62586631175696,15.702790933263831,11.05579041619222,12.42768940012142,16.003426624693297
180,10.81310534346873,10.641181973937746,15.790172427896707,11.101810104006926,12.442705322525503,16.09953041697165
181,10.825198171582066,10.647506189964904,15.87764260646117,11.10651404252865,12.462923484138715,16.20948146152088
182,10.837223201648705,10.70445322048844,15.91701334201476,11.150351455148398,12.50158966680878,16.299367702858632
183,10.865543490620981,10.725843394881016,15.970085255873277,11.189257343279218,12.560145286574576,16.353824411247917
184,10.905119321898207,10.765527396056628,15.989931647925715,11.21004775760641,12.62367876974675,16.425430492131547
185,10.940112904566176,10.777625438107007,16.089572070311583,11.245487530312662,12.665044270145463,16.503458515439803
186,10.963648472441854,10.802321391812006,16.157988599934093,11.262381227077695,12.693497730193162,16.59102628119863
187,11.014563101306873,10.825463212885714,16.249714652211743,11.312623178665135,12.708758865000192,16.711344492732273
188,11.02123709169313,10.85636814027924,16.379703868838465,11.336985292800717,12.74043072841457,16.791239576178363
189,11.036816939469745,10.883518347917956,16.431503129587437,11.340372822600068,12.756990485082422,16.86872028210193
190,11.060013849200814,10.893276025823582,16.498422059817685,11.357481696471364,12.770892447675925,17.045921595766856
191,11.113571290052908,10.913862565126102,16.54686935372099,11.392558957290856,12.813503645945778,17.17230090255771
192,11.13461262188362,10.98071552807283,16.61472719528698,11.418520473931569,12.848332077326242,17.291746021465777
193,11.16236731630549,11.0165660781366,16.684194889397354,11.438341947482595,12.86506143908447,17.390571964753313
194,11.214169713556965,11.047514255164906,16.70698556443402,11.475733419471913,12.910592478311262,17.534253408769487
195,11.247421621092197,11.089620185912569,16.734386651485416,11.493664789296124,12.963219974033748,17.664038171065123
196,11.297435021943658,11.113998332010407,16.777298004728998,11.544429911976582,13.007152390960485,17.712895534512832
197,11.357268944073905,11.124311484887194,16.86740936790976,11.557588956300254,13.024026308325608,17.808430879767556
198,11.395820359118256,11.124311484887194,17.00189696660177,11.578351992854756,13.038735004087403,17.89920199548715
199,11.44276313474286,11.16224650682828,17.088748127021162,11.600170436909956,13.05034413799468,17.932296976772584
200,11.500442610811604,11.199583668819203,17.151304368251083,11.65497662008489,13.087011007891288,17.98336523511833
201,11.52862346529403,11.22537057989417,17.23174829066246,11.691905574865505,13.130468686857418,18.02311476153254
202,11.555926966226053,11.281746274928008,17.274742407467524,11.735112808002441,13.15359301065252,18.088090515099033
203,11.58857814518931,11.300735872327248,17.359895498788823,11.775338971035652,13.174263820296952,18.15117705681658
204,11.658177900223764,11.338789570649972,17.394912075913446,11.795483287290173,13.200174948673984,18.202640731456817
205,11.696418404131775,11.369266931931689,17.457151751844485,11.81962916699598,13.231125103633653,18.319121424995295
206,11.744856112959198,11.395965200476967,17.518084103414214,11.844230257122764,13.250692252538851,18.41297874718223
207,11.790766104560472,11.428464724439603,17.534938503302644,11.871199714213018,13.29711700968841,18.48943375018499
208,11.843928319700016,11.464144428463488,17.61331472825943,11.880536140787354,13.415446748165465,18.558283673509028
209,11.89081847584703,11.484490374609443,17.661052218552566,11.930690411547294,13.419369874099113,18.655804526246637
210,11.921560438533962,11.49140407424375,17.7962454366695,11.959050546256297,13.453581036473793,18.715871027509586
211,11.952846153672967,11.525562035427468,17.86352748997228,11.989323623469197,13.470107667254268,18.775317383347918
212,11.991864012716661,11.561719148532784,17.907385710261174,12.033699625404573,13.486468143726707,18.882665531417
213,12.02123594024662,11.587198169810895,17.966791785547674,12.05530476402034,13.532265135970983,18.94202156813884
214,12.037072129183782,11.594339188275482,18.006513778698555,12.065582027435202,13.550831373377378,19.02081141720018
215,12.063333914791382,11.638107223598164,18.06396696732743,12.10995989646175,13.622848059826387,19.05878454130083
216,12.083728507234765,11.65116072267361,18.138997703484158,12.161837443699412,13.660515243385841,19.21326570507467
217,12.111340526437273,11.720658577340043,18.213611976915168,12.214707172373043,13.720177170202962,19.306363676158274
218,12.130302206307437,11.752208160180754,18.28190139079191,12.245297306720762,13.771865111486187,19.361956775195335
219,12.16427743670807,11.790329694975004,18.385430153829144,12.30017456812242,13.81258994891184,19.445946794319354
220,12.17582239651735,11.83358342060477,18.460684969311025,12.361056426911794,13.851230635707179,19.523001612478915
221,12.218648226345996,11.851660145799979,18.506978233221027,12.385901411515473,13.891147544878766,19.588325176097996
222,12.277686734477125,11.888660667352365,18.561728078601725,12.39959428741093,13.919860423259715,19.698595854433247
223,12.325709316007124,11.892591185275773,18.58753413977899,12.403956192646866,13.94362209586931,19.777513824049382
224,12.352898379094977,11.908279707762626,18.659708810920236,12.417782657350532,13.981902359806373,19.88689613710404
225,12.39081835499994,11.924379013432956,18.717163693977447,12.463598929122409,14.005788765619453,19.988344236950127
226,12.396547033370394,11.940997357771728,18.821568564022268,12.482960896269201,14.034507257011928,20.051951645545202
227,12.421917001045575,12.009749411832695,18.89717048222856,12.486035436718955,14.050983008400593,20.15138530367988
228,12.476426937035155,12.031877426224927,18.943389857111985,12.494684602073576,14.077524167164716,20.231512990529165
229,12.53666122983267,12.064676324583537,19.064437655470705,12.52806802197278,14.077524167164716,20.33260502037916
230,12.559982181065507,12.111811133424947,19.076725303365983,12.552373739977112,14.109426049374244,20.394519424248575
231,12.578373007467903,12.123763988451639,19.18105977099276,12.564326595003806,14.139334815783908,20.442017836124098
232,12.595420507329953,12.150879587994735,19.266474217855382,12.594434041938895,14.173734841630434,20.51494863577471
233,12.610842290518189,12.178485890142444,19.304546842658937,12.620083290142084,14.190644672478061,20.535970131436123
234,12.668797235072113,12.190022269203716,19.374424015163793,12.62202737948537,14.210976386829316,20.63025061862774
235,12.7044268191754,12.234186968286071,19.433848529697112,12.62202737948537,14.229346462077308,20.6692315625926
236,12.745447690700036,12.267415343588882,19.51408892184532,12.626331030878081,14.252123933954953,20.714650699856747
237,12.767254528196808,12.29859424603496,19.605456542484994,12.669680896050748,14.283155152343152,20.817646839075238
238,12.788993690692678,12.31658560826451,19.653635706836663,12.697641127324436,14.307229858188808,20.903997479842328
239,12.814300342349657,12.355003119021212,19.745049970970648,12.735020850085059,14.338522157335069,20.96278662124789
240,12.854274108180103,12.371611054646511,19.866817234594954,12.778139668754918,14.36817136680051,21.02596478208039
241,12.889237061375187,12.382401555110514,19.972529148872262,12.803886718027474,14.399328369116821,21.100176150150823
242,12.96170745306234,12.396169865636777,20.02708228086852,12.809973803599414,14.418384580237694,21.18081302090998
243,13.000725485401858,12.424456080496395,20.058788733755275,12.833200084822385,14.438344748609563,21.25989233112246
244,13.052196227132919,12.487002868646849,20.176273487896925,12.866163009571503,14.483182196047299,21.325008153307834
245,13.123626091634032,12.549576522176809,20.221624395804024,12.913377183046808,14.50765203685142,21.392703214026753
246,13.15968468234134,12.61084464796627,20.304432765335065,12.925690357451561,14.52010737766825,21.48991861913992
247,13.214769631735464,12.615964635308227,20.36065290896745,12.9538264902318,14.547549380209123,21.569458023740857
248,13.267148333591166,12.65315927290261,20.437475635916055,12.988283704618741,14.563264688493692,21.649609543436576
249,13.279884540550341,12.688613726334388,20.55092139294331,12.992687601048337,14.594023080712287,21.68638360804122
250,13.322705775741275,12.705227814356283,20.60317937911197,13.040281504711604,14.618752872131719,21.824658970078126
251,13.358246225562727,12.736808050110408,20.654279477788233,13.060474434648034,14.647104982992408,21.897773319106967
252,13.393483706129123,12.760119837430109,20.76919104154512,13.07571942215888,14.677535164465933,21.995808067346612
253,13.443853029186343,12.788906834761601,20.859264845876858,13.083213851261593,14.702812801406788,22.094243059173063
254,13.450837702297836,12.817513441545902,20.94680398575527,13.099094397257696,14.717688316181759,22.150734342814403
255,13.463870182681035,12.866503070779075,21.046328923045145,13.112012935345177,14.742003257115897,22.24206557034178
256,13.47795904327358,12.899800367657273,21.172045736558953,13.131623450913267,14.761581516935982,22.29342880467208
257,13.509290371801887,12.922866615416993,21.21874451294719,13.1886662588274,14.770390201062833,22.354579734293715
258,13.570318243789131,12.95960197055401,21.297500923901364,13.229666692051646,14.802855554557562,22.413408420460787
259,13.623948880425527,12.986290903439102,21.37598091399122,13.251176103858977,14.85956877974047,22.45349005073942
260,13.658038018227401,13.011619913284568,21.451671579454235,13.285287898421029,14.898732232705246,22.48853251445542
261,13.720268872295472,13.030106843083379,21.524697166841484,13.310940336410548,14.958353436504694,22.529623278341905
262,13.763208555111783,13.064381969407247,21.59626165354275,13.34552107604108,14.985147878690674,22.582777444365384
263,13.774356344606144,13.100453562137043,21.648137079778046,13.390330462625888,15.030122661334707,22.655854107764107
264,13.807609400558206,13.128289292747567,21.734141418973827,13.40697779899069,15.069092500980497,22.763718857976727
265,13.819491351472186,13.153750383030507,21.76507735454302,13.41404934966188,15.092047659860508,22.837100668031706
266,13.845927245690572,13.15896862194497,21.82269430426061,13.446798007941357,15.117791305670973,22.901312818069655
267,13.873438989178762,13.195516680022546,21.884002305608362,13.468799226885258,15.139897540664304,23.023236994966755
268,13.91218926387192,13.215522831294217,21.946145275056676,13.519086859026029,15.158448959820614,23.131517067957603
269,13.922014332833289,13.24013955805934,22.04081346644699,13.578566587381227,15.175387540670778,23.19674552125108
270,13.984459417450086,13.267794456192394,22.11073349198042,13.589341616135778,15.199831908532726,23.30479048627398
271,14.004351753304784,13.299726709847102,22.17241360902749,13.622200196133289,15.2373310586994,23.36067990200771
272,14.0120456862552,13.357098347353983,22.26928180475646,13.638199808978808,15.278088223672095,23.43099799792128
