Time(Iteration),UCBLinearTheta,TSLinearTheta,PHELinearTheta
0,1.0101175098376172,1.0001833784452865,1.003083506210741
1,1.0177521051166238,0.9984614824497801,1.0021543478490191
2,1.017691210593687,0.9976511901166603,0.9997234187657359
3,1.024945544624131,0.9964992054742554,0.9996644461211017
4,1.0612603679974382,0.9956072236695045,1.0104774033315707
5,1.0687791693260664,0.9957814850505231,1.0101952760087247
6,1.0817870250367476,0.9952061264060645,1.0065799393961004
7,1.095489324658538,0.9960022694393565,1.005230021864909
8,1.0934911253120485,0.9945674771976012,1.004139239459411
9,1.1038455887283285,0.9925335318467152,1.0042965081936772
10,1.1074072842781242,0.9913182355280721,1.0031458320286855
11,1.1120970103971068,0.989545638762662,1.0027509077282004
12,1.1246827945711402,0.9893022421554392,1.0033792631736422
13,1.148503793121678,0.9903219750262278,1.0038715973094607
14,1.1483069997983446,0.9895058241953366,1.0014230351210773
15,1.158027495526579,0.9884847172984182,1.0011976074139037
16,1.163183709824478,0.9883653145299636,0.9996059943672503
17,1.163592882257706,0.9861491242809715,0.9995976444860911
18,1.168079579066982,0.985615564616821,1.0001495555185362
19,1.1742818520559977,0.9849431339774991,0.9999497038309452
20,1.1776156363218984,0.9840854533825707,0.9967192193990255
21,1.1883622146451764,0.9833165054149828,0.9997234930472425
22,1.180350596749259,0.9830936289435256,1.0000707000988789
23,1.1890677516649784,0.9826593786534552,1.0016766988193124
24,1.1946944063386675,0.9834205515972171,1.0030327711516254
25,1.192172781816418,0.9840838985030208,1.0017072877633046
26,1.1924847351720804,0.9823404837220426,0.9982914507871063
27,1.2047573474585762,0.9826681766593135,1.0001391905365125
28,1.2039369544083693,0.9821027182556781,0.9997542833297306
29,1.2049754226126226,0.9817325014901062,1.0000234517289406
30,1.2140981751088993,0.9801402821584109,1.0006136553871792
31,1.2161718435472917,0.9794805197572783,0.9986847622878836
32,1.2229880615057802,0.9775858232877335,0.9957707137651921
33,1.223659581891279,0.9758959070414293,0.9960293705699422
34,1.2191379771313808,0.9748755305248913,0.9955843113276245
35,1.2198506565501137,0.9747481430786358,0.9963613478321305
36,1.2198770713697655,0.9755649415152616,0.994630566124403
37,1.2084369163519684,0.9751392166673218,0.9937017083400477
38,1.2015691304898737,0.975111834474915,0.9916783805650912
39,1.1959092901837405,0.9756836621860232,0.9904830298617092
40,1.189949616619793,0.9756428376200507,0.9908681622296085
41,1.1883949072441777,0.9736185555562844,0.9897730158941525
42,1.187752216900863,0.973366356063685,0.9908331138780815
43,1.177365066194464,0.9746710841782367,0.9894543358879364
44,1.175272604838058,0.9743767283180251,0.9904092499483708
45,1.1706946063158974,0.9733482579234163,0.989529422649549
46,1.1676507800626559,0.9717271283800117,0.9895705791683014
47,1.1650084346673757,0.9708479645396844,0.9894060899593752
48,1.162465168169008,0.9711352709979565,0.9879915750568141
49,1.1564898432127266,0.970205555191073,0.9899821706350009
50,1.1564886094424336,0.9694796728618968,0.9896675918012565
51,1.1611565889090583,0.969028234133529,0.991944944270774
52,1.1574884982393387,0.9689078638321357,0.9906678530282329
53,1.1572050540845848,0.9678231597336749,0.9907358322046813
54,1.155932049967558,0.9676092853559561,0.9882578154326159
55,1.1538992724671857,0.9676004609184977,0.9879822081906632
56,1.153167588170453,0.9673582679844925,0.989192948726741
57,1.1519035164806373,0.9667376158589459,0.9876013221805839
58,1.1515705050877958,0.9656763442942788,0.9891780562618948
59,1.1513530814856145,0.9654025057039416,0.9900521179495609
60,1.1528188037085632,0.9647296307590647,0.9924155824998939
61,1.1576825414615437,0.9638108662025259,0.9929703017590473
62,1.1526299928427899,0.9632892469756094,0.9929168515067375
63,1.1510573509616016,0.9623133703001813,0.9921672033633919
64,1.1516882455237358,0.9613209795577589,0.9914817428628592
65,1.150837150689541,0.9611661226066858,0.9918358154828718
66,1.1503344093351908,0.9605043360550634,0.9909957892513889
67,1.1498061878800385,0.9599140686652451,0.9904673681106821
68,1.1497893649096738,0.959721076477136,0.9895847026756937
69,1.1494373074477597,0.9605116323155437,0.9879662548950149
70,1.1472561829879349,0.960379076955963,0.9879001966788652
71,1.1443075839922556,0.960545847027241,0.9884859656475037
72,1.1505663730382567,0.9603230665615798,0.9892903111803809
73,1.1519357503361083,0.9600163241078296,0.9894326542733516
74,1.149650110053525,0.9588627747139041,0.9896503867681616
75,1.150118472991667,0.9590575848362871,0.9894919064550777
76,1.1471826246678902,0.959563663025776,0.9895273533210659
77,1.1480441096703835,0.959841708840138,0.9896532431510515
78,1.1482443867291345,0.9596576191470941,0.9893793085673703
79,1.1460781624013527,0.9587296884396077,0.9903699599101913
80,1.145878082255171,0.9584478604198379,0.9906112913291523
81,1.1477293266693824,0.9579937773759442,0.9895123155201337
82,1.145581385538542,0.9574219962379724,0.9888647538236606
83,1.1464884119892254,0.9579847325891965,0.9893824298185212
84,1.1448407854926441,0.957731848490894,0.9886251419288961
85,1.1461846981845691,0.9574421380890541,0.988451080118228
86,1.1463805777535228,0.9573067814251557,0.9870982081749309
87,1.14797720888747,0.9570625010333114,0.9882470839273427
88,1.150308702483529,0.9579079043637986,0.988141786447984
89,1.1524127509120003,0.9581161248002104,0.9855644010481891
90,1.1522709074197426,0.9580255353625082,0.984560385456993
91,1.1498397034950563,0.9576290144628073,0.986149617406409
92,1.1494985994758906,0.957026751245977,0.9861354384735923
93,1.1497936020741826,0.957293190101365,0.9866420694761052
94,1.1484200676333476,0.9574098548592523,0.98652109678156
95,1.149160355493032,0.9571757114185744,0.9867674300300502
96,1.1485311804725167,0.9561672965324034,0.9873179707836952
97,1.142411837227966,0.9558772604263555,0.9867307980454896
98,1.141729340704624,0.9560159761457261,0.9866423890217988
99,1.1452417452965462,0.9565542803955263,0.9868327442228033
100,1.1425690636231716,0.956199962207789,0.9861298088205741
101,1.1418769040958436,0.9559884180974972,0.9855484344198426
102,1.141939054313313,0.9545029975433875,0.9838223647157118
103,1.142409875348872,0.9542814954438509,0.9837348618065695
104,1.1406605534767367,0.954107851343416,0.9833963680998906
105,1.1396377635036459,0.9539482076209944,0.9827656209417871
106,1.1386743398208583,0.9534841564789485,0.981890910052719
107,1.1436789648184709,0.9541738307510265,0.9836790963925413
108,1.143230402900738,0.9546491417960545,0.9833826123081835
109,1.1416902072143844,0.9542724022575904,0.9833290794044851
110,1.1401677760009914,0.9544390171516313,0.9832349754982058
111,1.1382472408018187,0.9535452662134286,0.9833845618674033
112,1.1386513066813346,0.9533209101177688,0.9831186070384575
113,1.1381884067683952,0.9525135068561278,0.9831446299761037
114,1.1369222097960003,0.9513188507068324,0.9817109128557142
115,1.137673810330749,0.9513323983507348,0.9810516150633817
116,1.1380279798881041,0.9516755072717811,0.981772764256226
117,1.1376113847861704,0.9516366505599905,0.9810262283198579
118,1.1370068991588471,0.95222847534506,0.9792795441726379
119,1.1289156210431102,0.9525274133012935,0.9791101079972304
120,1.1258298513742813,0.9520567037933031,0.9773158643905088
121,1.125121602627115,0.9525639385680227,0.9775923631775871
122,1.125271682349759,0.9527276899979246,0.9780361989146122
123,1.1238506849529637,0.9521373838008405,0.9768707558712759
124,1.1226917191957317,0.9520692990646562,0.9755010717335963
