Time(Iteration),UpperConfidenceBound,ThompsonSampling,PerturbedHistoryExploration,UCBLinear,TSLinear,PHELinear
0,0.31310050607194334,0.4613382432571166,0.31310050607194334,0.31310050607194334,0.4255633952940784,0.31310050607194334
1,0.7029801484747502,0.9262431279873148,0.7029801484747502,0.7245292949268364,0.8900656795950633,0.7029801484747502
2,1.073891455508346,1.3527161004637014,1.073891455508346,0.9489049288429957,1.2206213015473861,1.073891455508346
3,1.4674747319905062,1.8212046383127114,1.4674747319905062,1.2530151663727198,1.5918310241404745,1.4674747319905062
4,1.790205936205524,2.205527936015673,1.790205936205524,1.6256513023980854,1.973333861050947,1.790205936205524
5,2.2707225741695245,2.63628816658984,2.2707225741695245,1.9176990592128775,2.328670753232713,2.2707225741695245
6,2.6539432359207233,3.018237493033627,2.6539432359207233,2.235661206094308,2.7635783458612027,2.6539432359207233
7,3.0138560795361413,3.4167333723827404,3.0138560795361413,2.664303184212624,3.136642330772074,3.0138560795361413
8,3.4309969213703617,3.7627328922273335,3.4309969213703617,3.035496485296894,3.4935187256140026,3.4309969213703617
9,3.871306644787075,4.207901115694328,3.871306644787075,3.3562524568217595,3.853672894322224,3.871306644787075
10,4.290820718092367,4.57926546375171,4.290820718092367,3.65614532617885,4.100607958390151,4.290820718092367
11,4.725537687500534,4.970050718471844,4.725537687500534,3.8825335254220255,4.379231557477671,4.725537687500534
12,5.273162271809339,5.391618830540688,5.273162271809339,4.063001735020817,4.714132260364712,5.273162271809339
13,5.697572017179194,5.839767584487431,5.697572017179194,4.209563438798886,4.91729743456603,5.697572017179194
14,6.188603959689234,6.351602606899625,6.188603959689234,4.389688808324462,5.113466378732296,6.188603959689234
15,6.587026087688882,6.730738195744358,6.587026087688882,4.586427036770663,5.341708610861771,6.587026087688882
16,7.056423118083143,7.06847257810861,7.056423118083143,4.733777011165861,5.587007966595372,7.056423118083143
17,7.571915043428224,7.485024969902048,7.571915043428224,4.846525048561392,5.834561623396526,7.571915043428224
18,7.855291150668302,7.824078221834806,7.855291150668302,4.893798650428665,5.984654360205225,7.855291150668302
19,8.2419667701151,8.178109013125924,8.2419667701151,5.031159013890209,6.162166714795182,8.2419667701151
20,8.722708379068864,8.615692683888735,8.722708379068864,5.2900356806167235,6.323451691921543,8.722708379068864
21,9.123057054062912,8.892652145290679,9.123057054062912,5.49517549955244,6.507418748849288,9.123057054062912
22,9.517273098932623,9.286335547643496,9.517273098932623,5.685012319647699,6.562650616316302,9.517273098932623
23,10.031174370618455,9.494393314669043,10.031174370618455,5.85589061437998,6.78835429749932,10.031174370618455
24,10.507475640900104,9.74079169903181,10.507475640900104,5.960443843605722,6.970508807587886,10.507475640900104
25,10.64127079045222,10.05523590261441,10.754358432190108,6.140103525150239,7.099308310185032,10.675667613456854
26,10.773269358078338,10.254345431190707,10.877177739738602,6.265677703852172,7.22055269762006,10.962853739485691
27,10.970739726595964,10.578930135776904,11.132020427192383,6.423330650161356,7.397319790174355,11.276716286973109
28,11.080543745024846,11.03085701964722,11.424272968544383,6.477492295403394,7.486143148600287,11.522939082780114
29,11.290664165676267,11.24113625077609,11.642109783118803,6.581653419703821,7.649159363660783,11.742706799270197
30,11.502035390752967,11.387600164142173,11.8151075895029,6.630817018733825,7.8142355517341615,11.993183257717671
31,11.640351903518061,11.618235829938959,12.064954013458873,6.68280110923056,7.902635166258132,12.301837054443261
32,11.796376554385953,11.793536919472185,12.25086323433133,6.731363085641628,7.978110419742281,12.517749248037372
33,12.015079582646035,12.027682227632113,12.456113885665024,6.845517713424227,8.04275375686822,12.681749050893819
34,12.162489845049679,12.249566448186028,12.739902243165195,6.870211534903009,8.177475273689232,12.778119025249847
35,12.343081863230989,12.502885301596177,12.866988228256407,6.936477623730395,8.248738705041848,12.991684432480387
