Time(Iteration),UCBLinear,TSLinear,PHELinear
0,0.1639018451240612,0.16693278762068597,0.1639018451240612
1,0.3363703497493227,0.4042127552935212,0.32124565138332456
2,0.47748972908851595,0.5402996298432245,0.5591326602377782
3,0.6549036139126325,0.7139957623504148,0.7748824912767072
4,0.8368572520952844,0.8502034889523798,0.9750554467658079
5,1.021529219155619,0.9943627420494259,1.1974304033056973
6,1.2060002526322031,1.160847285338468,1.387431286238919
7,1.3878412801811106,1.3427433924034193,1.6085561046583983
8,1.5429003547039466,1.50225722179889,1.7839661081534437
9,1.7161258690660008,1.6771196172957783,1.9316374384591353
10,1.8884894779762873,1.8939509896857518,2.0791438268826927
11,2.0884507493174573,1.9862283753059107,2.285076428074988
12,2.27317459173102,2.117941612780232,2.437989110124122
13,2.391090347091529,2.250851332608955,2.6298780652300686
14,2.5687913927760695,2.434030251582045,2.778529025388208
15,2.7404789308710327,2.5740577757862706,2.978652917660042
16,2.9353398976342087,2.74982579340314,3.201658170095333
17,3.1244267630042146,2.8785004270991337,3.338072223118888
18,3.3244452136832776,3.01367938583115,3.5720315266636873
19,3.544989410125453,3.161593153974375,3.802871875757371
20,3.7527689450809283,3.3144253014068132,3.992508027710804
21,3.985344458743738,3.4207752495048362,4.132098210709854
22,4.17046279189965,3.5579072983549134,4.284605992778058
23,4.374987478968796,3.7298751296680903,4.469359317595675
24,4.579674770521712,3.855825768612841,4.603161204438257
25,4.6554979822694165,3.976185122567503,4.800135757275826
26,4.77349030294006,4.163380825143227,4.9393954252400984
27,4.929821678604901,4.302911201985493,5.115437875334079
28,5.074720895208718,4.406980760014095,5.2586527157855
29,5.239813744800081,4.577894129982441,5.386904689135116
30,5.40910371002378,4.706807151512471,5.5498649654824765
31,5.506140388463402,4.864365823640329,5.742548802130754
32,5.625368700247353,4.996295381827705,5.873144836173127
33,5.727899402943857,5.086574307697662,6.002360408619615
34,5.842307098553833,5.219437923519996,6.143213005060041
35,5.927929960233892,5.352016752630923,6.271029837174828
36,6.029829626617443,5.486140235094503,6.447870078587222
37,6.196963285248495,5.636999525882752,6.591606810309434
38,6.333230375939937,5.789903815357919,6.712868061041492
39,6.447517727283267,5.921645656414678,6.810494199080361
40,6.6171568993272825,6.0112240223437094,6.967740891143151
41,6.708043691441669,6.117259381307031,7.1147500914307304
42,6.7926648287405955,6.235216631255161,7.215906053562625
43,6.9131039264412975,6.32916547708918,7.364805939097463
44,7.008409486269919,6.455694565917919,7.514757554167337
45,7.115062408578801,6.531935050719606,7.669573605509898
46,7.220817310656282,6.648909956784496,7.808389560050318
47,7.351530342966572,6.77503103289934,7.944808331212104
48,7.440735086942962,6.904660334499907,8.040749385165517
49,7.580570784529721,7.010885194073066,8.181700756486896
50,7.704737929019723,7.08971818888852,8.297021925410345
51,7.828185271352136,7.231799179499296,8.44207336132896
52,7.983197966708934,7.368523044963078,8.54058799514484
53,8.104531214637309,7.515636298814599,8.70532624346547
54,8.266940747778422,7.6122022881829015,8.902611696142944
55,8.371093838028717,7.711354545552943,9.067105928579746
56,8.532482182554546,7.814709000327907,9.17581090380543
57,8.669451993358901,7.92019642597557,9.308522791938099
58,8.777528112928756,8.021573246425465,9.435481063289636
59,8.905142712779796,8.124819041521132,9.53937408229961
60,9.023713164366557,8.259359099162205,9.639568063790607
61,9.14004556167286,8.351498688950285,9.757480593636341
62,9.270213687422169,8.43733137439649,9.902737090888964
63,9.394743201881372,8.525217210032432,10.008818651216426
64,9.558458722044682,8.660289718003352,10.124332190923639
65,9.685474863932253,8.782068671301236,10.264930551075212
66,9.803104998121025,8.899550610400166,10.380273813019091
67,9.909497743206762,9.021402240478258,10.537592134984672
