Time(Iteration),UCBLinearTheta,TSLinearTheta,PHELinearTheta
0,0.9891650263907164,0.9712265070761548,0.9716748307431613
1,0.9433268791254669,0.9376145381902143,0.9040895107756345
2,0.8987785777147614,0.9206632430121985,0.8576576155695921
3,0.85409794377292,0.8625013008093848,0.8358850364319006
4,0.8221686343624833,0.8279427533282971,0.8042042986943894
5,0.8012474431091944,0.7981866803062403,0.7682327122381645
6,0.810824461989083,0.7806108743424688,0.7456159370958695
7,0.8096023934994087,0.7726307809448036,0.7240484007937613
8,0.8114211736782062,0.7756020607105685,0.700055820152953
9,0.8086244790921728,0.741250647372312,0.6820571807074955
10,0.8208497724697764,0.7386525982204617,0.6769288357915973
11,0.8104399429879928,0.7352084946542128,0.6725519195507632
12,0.7708390361404859,0.7134124447325199,0.6685209543668197
13,0.7880229697112544,0.7177351267832484,0.6679067025456187
14,0.7771260405348211,0.7146748509378189,0.6680299909258671
15,0.7691819996624717,0.7152104134148065,0.6673873255446209
16,0.760274591648694,0.7217021240753889,0.6637439235086898
17,0.7594465608200986,0.7089962725363499,0.6637467861841019
18,0.7593605478111021,0.6917978049240565,0.6641296480239671
19,0.7583751699013134,0.6886778184647885,0.6628754250793493
20,0.754777896358604,0.6801276018090591,0.6629886594747969
21,0.7551121823691431,0.686660404802867,0.6642916841581157
22,0.7525698134341992,0.6773774414895689,0.6632234010613001
23,0.7504231875082568,0.6767939211724754,0.6630527542821654
24,0.7496429847596888,0.6744082081821551,0.6622770068447716
25,0.7491325569512712,0.661510052087785,0.6621315487068393
26,0.7417653743240888,0.6607829771773996,0.6617994531231807
27,0.738855908666605,0.6615049786702204,0.6619076468874031
28,0.7415431659164322,0.661984884632215,0.660941263988536
29,0.739697378697868,0.6689688004168384,0.6609920725879666
30,0.7391093540096109,0.6612936525984388,0.6609528924321287
31,0.7361978565638088,0.6696441299256932,0.66152901724649
32,0.7367205863441557,0.6722409585055118,0.6590914266406878
33,0.7339221881316893,0.6719558896669637,0.6590435343288148
34,0.7333773158357844,0.6719161080689844,0.6536104826250766
35,0.7338399942508012,0.6708329020972775,0.6527266408677568
36,0.7348533628670049,0.6712305716599651,0.6514934409908607
37,0.7361478658643619,0.6695992075283341,0.6515073010481622
38,0.734145084195767,0.6708736657860571,0.6513284874262879
39,0.7360224832883437,0.6778767654632774,0.650824993767426
40,0.7360545358560875,0.6666641044848287,0.651001855596915
41,0.7360188915439985,0.666392071776737,0.6509453676021747
42,0.7364057369247403,0.6560130841345164,0.6509699903629333
43,0.7378426768266675,0.6568706789800614,0.6508466233773251
44,0.7375372885895846,0.6429869526023275,0.6506466403287471
45,0.738537318884606,0.6371187690172002,0.6502402152621733
46,0.7386583189418177,0.6415323969366418,0.6502753908982581
47,0.7382942768283187,0.640430147668765,0.6502285711882424
48,0.7379590691444881,0.6401529362433728,0.6504967718173176
49,0.7367011448532097,0.6402652771343484,0.6504312998277488
50,0.7370617750714639,0.6402931229572877,0.6501484018934887
51,0.7373061993913067,0.6181521907090702,0.6502479080149213
52,0.7380017674530721,0.6191056007966342,0.6501679569622889
53,0.739175871892565,0.6184524327372656,0.6505082840085084
54,0.7386212287086621,0.616926239349561,0.6504890039947901
55,0.7384395930585818,0.6163107401954846,0.6505871649650433
56,0.7380043438692451,0.6152235989501633,0.6505519361512843
57,0.7371313656283722,0.6166437841653633,0.6508858987362263
58,0.735895730974752,0.6165973249263023,0.6511546301538781
59,0.7357022084056896,0.6185733073604254,0.6513418950514009
60,0.735656823854608,0.6184213064963723,0.6512870637563077
61,0.7351294650764378,0.6188037972301753,0.6513973239697359
62,0.7346392164313321,0.6217038576618559,0.6509754441973412
63,0.7353165091379052,0.6081196929348955,0.6506646111347407
64,0.7361548952170567,0.6086208835300435,0.6506777296575926
65,0.7367333949217117,0.6073575827712513,0.6508092100401999
66,0.732133044797737,0.6076603960093176,0.6508448349718481
67,0.7320005941867822,0.6104208502072525,0.6505507906261514
68,0.7319607952994209,0.6121555585492006,0.6505782356674586
69,0.7327312426808978,0.6154063677641535,0.650461568072103
70,0.7323085774833789,0.6164983669669287,0.6503393122076857
71,0.7327697879776762,0.6161537585195398,0.6504064797059133
72,0.7331906938860444,0.6148011211828254,0.6503830452647189
73,0.7332114589596808,0.6151107857883524,0.6502983602641603
74,0.7326332725263052,0.6156561344658312,0.6501113007683731
75,0.733269312681764,0.6171487781789541,0.6501387828938772
76,0.7332730353805748,0.5931340837536894,0.650043794893824
77,0.7337189578824895,0.5945005145374752,0.6502388771334726
78,0.7335312943178893,0.5929786519404296,0.6501898786416973
79,0.7335980774086784,0.5881522569739805,0.6501004043088493
80,0.7330585920990172,0.5792296591849876,0.6499478152919355
81,0.7324279740272304,0.5835713755890295,0.6501071939676926
82,0.7321491224193742,0.5837922898466644,0.6502645111369695
