Time(Iteration),PerturbedHistoryExploration
99,23.032623133052205
100,23.225785951976796
101,23.409763844121507
102,23.517876251593208
103,23.671276082127683
104,23.786756282490664
105,23.897439104922604
106,24.02959312318517
107,24.147089238707455
108,24.297313371827364
109,24.460491812079734
110,24.649260077784895
111,24.816730098467026
112,24.951095033257825
113,25.10958302004559
114,25.257394478743528
115,25.36389120171443
116,25.508886884349252
117,25.67700478861145
118,25.877468607804833
119,26.000362721006677
120,26.144432970677876
121,26.278934595004397
122,26.509338077042287
123,26.620840722585182
124,26.716925623272733
125,26.81827748866644
126,26.929998621476138
127,27.02648537674988
128,27.213261133619454
129,27.435994182760435
130,27.58899289225957
131,27.715276482315154
132,27.796390686821315
133,27.946636888805358
134,28.16016990346487
135,28.301793671663923
136,28.45545415999872
137,28.652889631112878
138,28.814954842368337
139,29.015049035561116
140,29.146418194444202
141,29.37629716239882
142,29.531178551671008
143,29.746538870309394
144,29.914778174705248
145,30.051239629397458
146,30.179349409355932
147,30.421954430227185
148,30.565982959683247
149,30.66285820955256
150,30.82550289024735
151,31.006164605465575
152,31.177923282402453
153,31.29261267602182
154,31.464692950576005
155,31.59948873014671
156,31.750038709734817
157,31.846616699082652
158,32.05614038627966
159,32.22552422573703
160,32.37063458175919
161,32.53030674150705
162,32.690517060932116
163,32.875186447492695
164,33.032620424497026
165,33.209740460347675
166,33.34042073777401
167,33.50903508306629
168,33.71168166079922
169,33.904641839715865
170,34.05658294259081
171,34.21605425304906
172,34.40251364561138
173,34.552685349775146
174,34.723576887209106
175,34.864384704546936
176,35.02036393838766
177,35.16362895128713
178,35.34295179047966
179,35.46912108083582
180,35.61315895059086
181,35.75434071824296
182,35.95165352180001
183,36.08401761992528
184,36.185259043432644
185,36.36848789336928
186,36.486760039315136
187,36.64930774083841
188,36.820245443091146
189,36.96522894415732
190,37.1457782941759
191,37.32252233103708
192,37.45414970861724
193,37.6400887493256
194,37.819417576789434
195,38.0001279445456
196,38.15497921772992
197,38.333029585186104
198,38.46772747244982
199,38.58014211452513
200,38.745428067140686
201,38.890775485058654
202,39.044522742698724
203,39.23229823722169
204,39.37022083582907
205,39.51419569407043
206,39.67432975522616
207,39.905461186075534
208,40.08355122718559
209,40.21570586688705
210,40.38140090744664
211,40.53577484480384
212,40.74499171736881
213,40.92524119635736
214,41.12215684469372
215,41.25990194482459
216,41.417269325945576
217,41.62353269210432
218,41.76880842728607
219,41.918196027092115
220,42.10479808475485
221,42.21999240095013
222,42.41764239347695
223,42.61065247858731
224,42.793515999826745
225,43.012163962972096
226,43.21171211577379
227,43.344912688902845
228,43.5207610320735
229,43.6627238042916
230,43.84605887870847
231,44.00134540931327
232,44.20964836686987
233,44.36697316710123
234,44.53179847640879
235,44.67905320589008
236,44.826796454567614
237,44.94945601957158
238,45.119998467133044
239,45.316863385800175
240,45.54130060234785
241,45.698890012732704
242,45.854740948986056
243,46.017851463619884
244,46.18802918893399
245,46.369259762345976
246,46.51405800059437
247,46.65568076050752
248,46.82213617080577
249,46.96064321211421
250,47.1687142905378
251,47.30134162078595
252,47.46810978337412
253,47.643771675613465
254,47.78496241106908
255,47.9461067678232
256,48.04653237559685
257,48.231599983840276
258,48.36884735347797
259,48.55904072771487
260,48.734619767411715
261,48.92435056011341
262,49.106390772555116
263,49.24674267632697
264,49.42772424058809
265,49.61308232488238
266,49.8109209988988
267,50.017303919600515
268,50.21189611866653
269,50.420846869076726
270,50.64881777560949
271,50.8183957358824
272,50.964894688023776
273,51.151725296402674
274,51.33694141261914
275,51.524900897979045
276,51.72117348930484
277,51.948619841165076
278,52.170546005443214
279,52.36526560677855
280,52.49809991538605
281,52.70872271058922
282,52.836142308396916
283,52.998373395753525
284,53.18693620558747
285,53.354145106925635
286,53.51651652109888
287,53.62393971146251
288,53.78875397998975
289,53.945929188392846
290,54.12731194946498
291,54.300438973432165
292,54.458956115237164
293,54.62845647764607
294,54.776585563517415
295,54.929123591156795
296,55.14418585804913
297,55.38476795470024
298,55.54884664423838
299,55.71842832361216
300,55.85032011278901
301,55.99584471715916
302,56.163260963154286
303,56.3664994986835
304,56.52633030823099
305,56.68154049431788
306,56.856361476439204
307,57.04325928431261
308,57.191294789350685
309,57.4007828282897
310,57.58362839121721
311,57.765712225865535
312,57.94508001675615
313,58.14225367214381
314,58.35430135084224
315,58.56276528186986
316,58.71245255597554
317,58.88209187153147
318,59.11683018892668
319,59.268899801792905
320,59.45570531027916
321,59.631287778435436
322,59.758242371728066
323,59.9188378869837
324,60.10496632743199
325,60.264872563786696
326,60.47485668577424
327,60.67986679677383
328,60.779023695161605
329,60.90140958195379
330,61.02796316168885
331,61.19368013049465
332,61.343812953789076
333,61.51442899315742
334,61.705264387543934
335,61.85214179152406
336,62.005107261062065
337,62.213687631510844
338,62.39331131087677
339,62.591339088721575
340,62.733030867935305
341,62.935823578400836
342,63.06922566484337
343,63.30562567530652
344,63.492209396165755
345,63.65243836908144
346,63.84200903997265
347,64.02628481995619
348,64.23424880543027
349,64.41859398238593
350,64.62267418901038
351,64.76151431254277
352,64.91805163567183
353,65.10662304273832
354,65.26273604276734
355,65.49063699129712
356,65.69382944155771
357,65.84991312790427
358,65.98735787586455
359,66.11021579111274
360,66.22748093910165
361,66.41841354699962
362,66.56177183957597
363,66.74622672603822
364,66.90136623082235
365,67.08988380045278
366,67.26901874063272
367,67.41527487853898
368,67.53128404219785
369,67.7191442628772
370,67.8950342660203
371,68.05725631637507
372,68.2337150664563
373,68.44961406260265
374,68.63342872388901
375,68.81750482868713
376,68.9727085667217
377,69.14844328971398
378,69.32591600299189
379,69.49974259108568
380,69.66456028283247
381,69.82417598723745
382,70.00681413438156
383,70.1760399414302
384,70.39970833095546
385,70.56738225454129
386,70.8376481857807
387,71.00143670708593
388,71.16068779286128
389,71.331139444854
390,71.5238028035003
391,71.63711369449653
392,71.82805503892243
393,71.94958337681294
394,72.15432158533541
395,72.2991131968602
396,72.47912348585007
397,72.62928540754379
398,72.75437339170551
399,72.94048913990343
400,73.05396810144231
401,73.26001295619594
402,73.40197089600518
403,73.57846273878329
404,73.76139121644175
405,73.94229335457521
406,74.10429851296915
407,74.29394861690217
408,74.45490809605232
409,74.6313460617724
410,74.84540077042914
411,75.01664603117892
412,75.18934164751892
413,75.33557685961402
414,75.52856599825945
415,75.71660902582127
416,75.87377688965364
417,76.16061185693304
418,76.39122774601493
419,76.58708826024848
420,76.69772023058586
421,76.87750804284563
422,77.07014647280431
423,77.20516617035904
424,77.37375737237653
425,77.55501533853909
426,77.7392066022235
427,77.92142276889555
428,78.10362260413473
429,78.28136441328903
430,78.47573774935073
431,78.66578654668959
432,78.8227724747247
433,78.95669202287571
434,79.07126539569732
435,79.23554273145997
436,79.4381966783001
437,79.6361729767116
438,79.83602320035165
439,80.03797938940937
440,80.26218603648861
441,80.43004799437834
442,80.61044545227942
443,80.83090410614042
444,81.00922569915762
445,81.17939334271333
446,81.35158552985271
447,81.51347539457785
448,81.7183936394338
449,81.94369591293307
450,82.08598940891076
451,82.26714104243956
452,82.41161361156318
453,82.57950388922195
454,82.76219565966757
455,82.92170522042777
456,83.12382586514012
457,83.22998551979484
458,83.41351950979859
459,83.59508144702936
460,83.8025967701042
461,84.00634765749433
462,84.16629209688108
463,84.34017554196234
464,84.54559221230123
465,84.68773165165018
466,84.9036519849902
467,85.05060200802859
468,85.21000942789124
469,85.38709490845973
470,85.54962235787505
471,85.69433504344387
472,85.86186834805929
473,85.97482368859768
474,86.11036246429396
475,86.24913372696825
476,86.44321453717522
477,86.55011922072542
478,86.68174136424113
479,86.83708099567077
480,87.01302894965573
481,87.18233770581887
482,87.28501255774128
483,87.46358864453144
484,87.57655602150568
485,87.74194041092336
486,87.90563933389362
487,88.04924079163047
488,88.24477418302112
489,88.43758806101225
490,88.60337637481426
491,88.77994021984415
492,88.99925633865391
493,89.15894669384416
494,89.30056420885731
495,89.45103321577412
496,89.62524877576985
497,89.84972095762427
498,89.99775810838729
499,90.15413708696124
500,90.29057289276247
501,90.42989418528904
502,90.68500391023771
503,90.84650549993408
504,90.95165326063116
505,91.1200488027425
506,91.26061905599639
507,91.38862292493175
508,91.6303153451916
509,91.8350119139445
510,92.05115726596256
511,92.2053178069351
512,92.35626958512036
513,92.50525988113974
514,92.66165909499897
515,92.8272044933554
516,92.99662801474547
517,93.26316992843574
518,93.42091250829259
519,93.58779326923838
520,93.74736179856801
521,93.897711895849
522,94.05693667177484
523,94.18094495991397
524,94.3099141111236
525,94.48947296882281
526,94.62808742416243
527,94.81770246864667
528,94.95643436788657
529,95.18423712666299
530,95.32779275655881
531,95.53150004279738
532,95.72447621054108
533,95.84113742597351
534,95.97993755374512
535,96.11888392881002
536,96.28100954571457
537,96.41805022696927
538,96.60077218372338
539,96.79773637246208
540,96.94580641975845
541,97.1313315915505
542,97.31033678737175
543,97.46863814638047
544,97.66285132835421
545,97.81575756768748
546,97.99579907501638
547,98.23104175281138
548,98.3789845925888
549,98.58481490929988
550,98.75900160105599
551,98.92152123584037
552,99.03547305585772
553,99.25210703950223
554,99.38710849824037
555,99.53446349077879
556,99.69908528760313
557,99.82537242041518
558,99.99719348655822
559,100.12082233428478
560,100.27284708030922
561,100.45438394733397
562,100.58899402516248
563,100.71398804816343
564,100.8596186739265
565,101.04422401362024
566,101.24892947737422
567,101.43527730195143
568,101.59060802737709
569,101.76164210271614
570,101.92849933787805
571,102.10491579203367
572,102.22975391122307
573,102.4285519007969
574,102.61163300853097
575,102.82579311633451
576,103.0121843510241
577,103.21855971173122
578,103.38710435046956
579,103.56284113333697
580,103.74452034371195
581,103.88142751945277
582,104.09661940121035
583,104.264002505595
584,104.42838410628171
585,104.56366318543812
586,104.70766340673008
587,104.84984747451037
588,105.03769654596071
589,105.18736484122148
590,105.33461138340117
591,105.45179153817769
592,105.64015254678368
593,105.80077330144886
594,105.94775494534272
595,106.18880780648696
596,106.37501406291588
597,106.56107299431827
598,106.76560026632949
599,106.91132788202204
600,107.06166293981263
601,107.25359096055774
602,107.45431154249168
603,107.59910142364745
604,107.78807324345344
605,107.95971534467844
606,108.07078906849472
607,108.29055639127216
608,108.50606274007389
609,108.66899059220671
610,108.82696335015939
611,109.02885485838502
612,109.18035163665677
613,109.37950753143328
614,109.5541260932708
615,109.69854766005876
616,109.88645626439754
617,110.06113824263907
618,110.22092389693262
619,110.40425196276242
620,110.6416766288856
621,110.76213182931497
622,110.9532206580642
623,111.10213661613398
624,111.29015217951971
625,111.48537588825154
626,111.64406121916745
627,111.76195408352014
628,111.9165749060445
629,112.09624381745701
630,112.2572932894903
631,112.45882341055719
632,112.65517407227696
633,112.8278128800686
634,112.99324311789717
635,113.22013756842314
636,113.3741024985716
637,113.52733247417045
638,113.65350870773848
639,113.80268851915673
640,114.01593976441488
641,114.1634990784399
642,114.35690883251502
643,114.51824751848262
644,114.64244033902492
645,114.80967553734699
646,115.00077153916018
647,115.17420270792165
648,115.382837216248
649,115.49283643427418
650,115.6940714594776
651,115.85779664347129
652,116.06969314740722
653,116.29684536591269
654,116.44634342810703
655,116.58878195241002
656,116.70403919974096
657,116.88430075880979
658,117.09322288391112
659,117.27271256387164
660,117.39241184376533
661,117.5495641071072
662,117.64599873454827
663,117.80371029801775
664,117.96586859731232
665,118.11238570075845
666,118.28998331780465
667,118.39792222403935
668,118.55706639803036
669,118.74362448195726
670,118.9090254059233
671,119.04531837493455
672,119.20268261851102
673,119.39539522148687
674,119.59644984030847
675,119.7560526661365
676,119.9680607506539
677,120.08881671229179
678,120.19394165798928
679,120.39268232809036
680,120.6145623293501
681,120.78335646920561
682,120.97135880017122
683,121.10347015795273
684,121.32888892675658
685,121.4964645041211
686,121.67755051173842
687,121.88343581232377
688,122.1187223756416
689,122.26457554117124
690,122.437588783228
691,122.621947237214
692,122.77246777333887
693,122.91052888125326
694,123.06574696543319
695,123.22543760476097
696,123.44295628278155
697,123.57578483585591
698,123.76902781838442
699,123.95210111873014
700,124.09306069370002
701,124.27671112324109
702,124.47333389948217
703,124.6464360590584
704,124.78494593139149
705,124.91196019822272
706,125.0504351011217
707,125.19158366544028
708,125.41821114837323
709,125.63281433309055
710,125.83184654394196
711,126.0151144234547
712,126.11327718475138
713,126.26850761643655
714,126.42354335228156
715,126.57777197507164
716,126.70512208390153
717,126.89273782363156
718,127.0011156224092
719,127.12789038677542
720,127.27552917210717
721,127.40086621919377
722,127.59955134102567
723,127.74728148082743
724,127.89600570341142
725,128.096416024838
726,128.21558312889115
727,128.3740901923173
728,128.52873296899406
729,128.69951268278257
730,128.85393001053808
731,128.99286084868783
732,129.14029578031767
733,129.30080610822745
734,129.48527402648062
735,129.68837748734785
736,129.86164917865466
737,130.03876625024185
738,130.22870190827274
739,130.37602202424745
740,130.53911837216373
741,130.69634370717688
742,130.88181144163647
743,131.07468202143642
744,131.2302175095833
745,131.35465823766737
746,131.51840267061704
747,131.64857816263253
748,131.8026646286063
749,132.00382083049112
750,132.16706339097826
751,132.30980731311598
752,132.50230018640826
753,132.64367886560464
754,132.792063940351
755,132.94096358840235
756,133.13296858743615
757,133.24705006064124
758,133.41482035044612
759,133.5493004162491
760,133.6993801776735
761,133.86540589329374
762,133.9856242540239
763,134.2290500116806
764,134.42644275979973
765,134.54646569543937
766,134.7102825615815
767,134.92013186698438
768,135.10917594499477
769,135.24374928552484
770,135.4193547241312
771,135.5571146230676
772,135.7269317491641
773,135.90034087064066
774,136.0701804038154
775,136.21238471056512
776,136.3606958413695
777,136.52488959269385
778,136.64452420889364
779,136.8383797756939
780,137.02769612785013
781,137.17284485400484
782,137.38316573851236
783,137.55803053687384
784,137.71531921439524
785,137.90484577760563
786,138.07104407100263
787,138.24642546183642
788,138.43568538373702
789,138.61702229834765
790,138.77158911134146
791,138.93432908751342
792,139.10729935722912
793,139.27864363163164
794,139.45609679496337
795,139.64398945620053
796,139.77272602525147
797,139.94407822215913
798,140.08917125780698
799,140.23279152857117
800,140.3632259024644
801,140.56346984511543
802,140.7198423679685
803,140.8141143046308
804,140.9323629262613
805,141.12358010014097
806,141.3485297789146
807,141.4830811983142
808,141.63495807630318
809,141.75787988853426
810,141.8707591188147
811,142.03720458198114
812,142.21801552369269
813,142.3617725270191
814,142.53583654115266
815,142.62588001849713
816,142.78081886875287
817,142.9753222080754
818,143.14125431342688
819,143.27586745413194
820,143.4575737263707
821,143.65626499217117
822,143.86900097905595
823,144.05401776787045
824,144.21217594938943
825,144.41387729999363
826,144.53806184429226
827,144.69489133308068
828,144.89167167184308
829,145.0797524147564
830,145.26484973683847
831,145.41016483194434
832,145.52568376814585
833,145.68469979765547
834,145.8526119284972
835,146.0294534765158
836,146.18662995079626
837,146.3110320068155
838,146.45378600907867
839,146.58731098011498
840,146.70165176335297
841,146.86328904822273
842,146.99501360660798
843,147.1344737621892
844,147.3327181837729
845,147.50930793864876
846,147.65501181450122
847,147.8258663635213
848,147.9482295701358
849,148.1722617918608
850,148.2807337302732
851,148.42664237158198
852,148.5843207695761
853,148.72415907554694
854,148.9053038474852
855,149.02565404321655
856,149.22412335356864
857,149.40709370024632
858,149.5688112484952
859,149.6860685130404
860,149.87790160631025
861,150.05383819074825
862,150.23673885914644
863,150.4584740502855
864,150.61133903911588
865,150.7699923369175
866,150.90426029572436
867,151.05235255615625
868,151.15989950920022
869,151.29027923831745
870,151.44724769635297
871,151.6243999546145
872,151.77294192431782
873,151.9778922521062
874,152.07219881241954
875,152.15232050388272
876,152.29006328250185
877,152.42098480053886
878,152.55269948187194
879,152.71240556656377
880,152.895147290456
881,153.0623918447819
882,153.2263047630486
883,153.40289831815136
884,153.56923871740366
885,153.71322762595753
886,153.81593721708728
887,153.96917059442652
888,154.065277701832
889,154.23748971219555
890,154.41400265337876
891,154.56942201244982
892,154.69703815608764
893,154.83402878938912
894,154.99214274532108
895,155.141531736443
896,155.29642876918166
897,155.41975880656156
898,155.52910918741176
899,155.7229620582046
900,155.85020167257971
901,156.0183888912813
902,156.16351644215504
903,156.29614448627657
904,156.42421753123136
905,156.61476267323462
906,156.80227914595798
907,156.96400529079486
908,157.123026248267
909,157.240063985844
910,157.42104454372694
911,157.6162344673411
912,157.73574153093227
913,157.8973695671827
914,158.0121076668254
915,158.21094698925543
916,158.3580265793447
917,158.49223304330786
918,158.64019217730214
919,158.8069316150531
920,159.02151833978593
921,159.16407453744233
922,159.31472951004156
923,159.49767595981695
924,159.66282831517623
925,159.7897322603588
926,160.02636363537312
927,160.1847040321225
928,160.3836181791989
929,160.55250953816255
930,160.66349158329234
931,160.8483771366499
932,161.00843552506694
933,161.14880918760517
934,161.33897976563895
935,161.5189456912459
936,161.6637108820488
937,161.7915692016814
938,161.99563988337843
939,162.16049941257157
940,162.33585178997802
941,162.49324415934535
942,162.62189266126066
943,162.79393249716446
944,162.9486596561119
945,163.09553255718996
946,163.26130088880257
947,163.38653166937485
948,163.53560575044122
949,163.701566482216
950,163.88799746569813
951,164.05241399020827
952,164.1624123445261
953,164.31684141686804
954,164.49227306150468
955,164.61814483590211
956,164.82509359659534
957,164.99548053630517
958,165.21399594400486
959,165.34956495242264
960,165.47038345381225
961,165.6224437072953
962,165.8175388355122
963,165.9818551314495
964,166.0870894066565
965,166.27962444982555
966,166.43654872351254
967,166.6223958304126
968,166.72864482500069
969,166.91741675174987
970,167.0830430153577
971,167.18232828579758
972,167.35070858995
973,167.48475392373967
974,167.63389853865067
975,167.8158590182545
976,167.98436536227237
977,168.1635647108696
978,168.35694192186844
979,168.5061315362596
980,168.6861233595368
981,168.89160166749292
982,169.06678350518635
983,169.23225340377036
984,169.46757927568365
985,169.6638858404279
986,169.85707237266791
987,169.96669829352473
988,170.11917128765407
989,170.31974930686675
990,170.49111794589118
991,170.6879395819821
992,170.83108134159238
993,170.98464304643414
994,171.11276338821787
995,171.28505681746677
996,171.4726533339532
997,171.62536044727682
998,171.77758127991927
999,171.90489957979713
1000,172.04946868408783
1001,172.20208707794956
1002,172.45024680516244
1003,172.68125456816182
1004,172.8605429860119
1005,172.98759350772417
1006,173.09511396311194
1007,173.25826162207488
1008,173.47131900452968
1009,173.60496979614317
1010,173.716831814592
1011,173.87928293883868
1012,174.07479461924316
1013,174.2043858624028
1014,174.32027443580424
1015,174.47160989424086
1016,174.64722018878865
1017,174.79919210621577
1018,174.91672205045015
1019,175.01530493622604
1020,175.16211571695894
1021,175.28007524277706
1022,175.4059829586394
1023,175.5507816525348
1024,175.74227132490822
1025,175.8424841778354
1026,175.95596437199322
1027,176.10978870244827
1028,176.26736213373078
1029,176.37962289379644
1030,176.5536552306933
1031,176.71952568962914
1032,176.88543285416793
1033,177.00997118741182
1034,177.16818718379142
1035,177.29173731121458
1036,177.43507183781009
1037,177.60522726645308
1038,177.81329987809886
1039,177.95202232172716
1040,178.11076214077835
1041,178.26936470348227
1042,178.43388626334746
1043,178.52010392526384
1044,178.70397331544953
1045,178.8505755296433
1046,178.95638440986144
1047,179.15811442767645
1048,179.32198834223334
1049,179.4952114291919
1050,179.61096553951066
1051,179.7212993842553
1052,179.86898027902282
1053,180.0515182573726
1054,180.20056474403944
1055,180.3216705183879
1056,180.4751524906379
1057,180.58573443785923
1058,180.7101497859639
1059,180.83895810323156
1060,181.062386213808
1061,181.23947434733253
1062,181.3437808464585
1063,181.46658550228068
1064,181.60878613595366
1065,181.73075034331924
1066,181.84575382516982
1067,181.9975649653344
1068,182.2141877532756
1069,182.32295089790256
1070,182.52050696888824
1071,182.73739828672427
1072,182.95158943730283
1073,183.14591872917507
1074,183.29803746951373
1075,183.5058982171302
1076,183.6687082993383
1077,183.81487332838674
1078,184.0298994718286
1079,184.26089003997393
1080,184.42285348460163
1081,184.52030188272198
1082,184.69406075104774
1083,184.85164645588617
1084,184.95731359992783
1085,185.13866143956903
1086,185.3273105674045
1087,185.47012448874125
1088,185.600004017447
1089,185.75799005647417
1090,185.90220038770082
1091,186.09577893798257
1092,186.24655124253925
1093,186.4034440988021
1094,186.5577471163545
1095,186.6981660770702
1096,186.81081196386793
1097,187.00581634079327
1098,187.19727150308265
1099,187.3672051173069
1100,187.55792089512187
1101,187.6658849133967
1102,187.81564650275618
1103,187.98486054962333
1104,188.08512089226934
1105,188.25255515972276
1106,188.39053661742534
1107,188.5736234723711
1108,188.71860764718994
1109,188.87796075773576
1110,189.02761838446824
1111,189.1676606333836
1112,189.30042000444658
1113,189.4540020507048
1114,189.60921236977055
1115,189.81291712096956
1116,189.9051497439834
1117,189.99459065454627
1118,190.17663257638836
1119,190.37221066303147
1120,190.56006725170408
1121,190.7240620167883
1122,190.85865486643175
1123,190.99619191192443
1124,191.18803853025176
1125,191.28435403027117
1126,191.42167389103977
1127,191.56729047744471
1128,191.72644016424715
1129,191.831817445656
1130,191.9879847847813
1131,192.13232754603104
1132,192.28278249076908
1133,192.38595380956002
1134,192.54267227192992
1135,192.6791554563799
1136,192.8205882044747
1137,192.9717274500537
1138,193.10676528387978
1139,193.2658720162088
1140,193.42013393499107
1141,193.58885654702968
1142,193.70073033462089
1143,193.86639947183878
1144,193.99962110597528
1145,194.10720857369023
1146,194.29426766413974
1147,194.47205889418387
1148,194.63968241060724
1149,194.76550364025402
1150,195.01355003755992
1151,195.1391413588174
1152,195.2619909969475
1153,195.5075397744947
1154,195.6318880954029
1155,195.7753117248218
1156,195.88817174896434
1157,196.01169620877948
1158,196.20179266030576
1159,196.34124231967877
1160,196.53885317610187
1161,196.68023151792653
1162,196.82789097964866
1163,196.9545533021745
1164,197.12635143092103
1165,197.2831405380144
1166,197.4136667170973
1167,197.59510890644222
1168,197.73861441132985
1169,197.84936655888652
1170,198.05903653456102
1171,198.17935055849915
1172,198.27525914425343
1173,198.3456032155339
1174,198.4482480564661
1175,198.57532164402235
1176,198.7440407046848
1177,198.87006369876468
1178,199.06893530941394
1179,199.18736030964538
1180,199.36255524497633
1181,199.4782958862873
1182,199.61862581998201
1183,199.697992078788
1184,199.83028611230412
1185,199.96746374367478
1186,200.07645936190391
1187,200.25231934282368
1188,200.37698568437162
1189,200.55980742106271
1190,200.69759513510516
1191,200.85342643707136
1192,200.98172036222144
1193,201.11951224036025
1194,201.22833464655446
1195,201.4014515486312
1196,201.57156270262436
1197,201.71930158802772
1198,201.89469106004586
1199,202.02808949740117
1200,202.16726904631636
1201,202.28427378562856
1202,202.43617557492877
1203,202.6596869326192
1204,202.79953915006328
1205,202.90424759276812
1206,203.0686095935553
1207,203.21483875018313
1208,203.36872569975642
1209,203.4986659572726
1210,203.66889678902038
1211,203.80742414265458
1212,203.98456912460415
1213,204.1847987052024
1214,204.3440646050354
1215,204.47495009729317
1216,204.6343536996872
1217,204.77864374540684
1218,204.9369571530314
1219,205.06820429794007
1220,205.2638194052376
1221,205.48002362912933
1222,205.5950520532233
1223,205.7436955196501
1224,205.87271788300063
1225,206.06581525776483
1226,206.23808117740583
1227,206.3966862702423
1228,206.62587895755283
1229,206.7462965574469
1230,206.93869446839304
1231,207.08792712024632
1232,207.30785350866032
1233,207.5250245844703
1234,207.66953355966817
1235,207.80543570962863
1236,207.9375809053509
1237,208.12896861993073
1238,208.28362173822023
1239,208.43250767812145
1240,208.60834752707993
1241,208.76707917582107
1242,208.9563872536241
1243,209.11732543182285
1244,209.26444727091757
1245,209.38119450164905
1246,209.49349748517096
1247,209.6280442695624
1248,209.7595005801492
1249,209.85487808520165
1250,209.9730701375773
1251,210.08211392089834
1252,210.21463337805807
1253,210.37232795040455
1254,210.4986758723619
1255,210.61191485210276
1256,210.7509841182065
1257,210.91795218677376
1258,211.04074905732978
1259,211.230038618813
1260,211.36641846085877
1261,211.44973507550498
1262,211.581608090096
1263,211.78043650214403
1264,211.93732502508033
1265,212.1356232930013
1266,212.31146698714844
1267,212.47867356686726
1268,212.7334603088183
1269,212.90267914280898
1270,213.04429436763317
1271,213.2202303189393
1272,213.28924493969777
1273,213.46887870570004
1274,213.61994447443448
1275,213.73087396034526
1276,213.85196024880912
1277,214.0253773775433
1278,214.13650380214955
1279,214.32641557897364
1280,214.44405980973983
1281,214.64798538698415
1282,214.81145388356623
1283,214.94436642426408
1284,215.11202047309243
1285,215.25680221200395
1286,215.40083623524578
1287,215.5534404187155
1288,215.6781300664524
1289,215.8485768083042
1290,215.93516039937344
1291,216.10628139036803
1292,216.21493236470943
1293,216.3902297738859
1294,216.53964596171514
1295,216.65621172521082
1296,216.78386801983265
1297,216.94936949069293
1298,217.0921154330452
1299,217.26854811414017
1300,217.4301682528157
1301,217.56357747314883
1302,217.6843765082097
1303,217.86312605133284
1304,218.00057239486938
1305,218.14331179320925
1306,218.29003252751312
1307,218.44881867225894
1308,218.56733571915896
1309,218.733056657185
1310,218.90243372659262
1311,218.9997847966678
1312,219.1318751930775
1313,219.2517949302572
1314,219.3774808152063
1315,219.48285398757125
1316,219.6671131529465
1317,219.80533529885378
1318,219.9536838657272
1319,220.11707955664355
1320,220.30754126305087
1321,220.4599933455244
1322,220.61425198137812
1323,220.72430725813106
1324,220.9094748987688
1325,221.00196397508017
1326,221.11938316932992
1327,221.26520268572548
1328,221.38909954615184
1329,221.44829615440122
1330,221.60247870089356
1331,221.71883204511687
1332,221.85418824770014
1333,221.96361114655286
1334,222.10467994020365
1335,222.22927009317613
1336,222.33481174661975
1337,222.42589300213064
1338,222.57402767814057
1339,222.69574585849986
1340,222.89151787695715
1341,223.01066549956846
1342,223.18958351573156
1343,223.31677789327358
1344,223.46408884290932
1345,223.616967690678
1346,223.77461723783048
1347,223.8928932774882
1348,224.01189323852267
1349,224.15934566279347
1350,224.32771687576633
1351,224.51623236668857
1352,224.62380387798345
1353,224.76960666347946
1354,224.87191663625708
1355,225.03361146089642
1356,225.1843017317231
1357,225.3975505629221
1358,225.56823096898796
1359,225.68496358827366
