Time(Iteration),UCBLinear,TSLinear,PHELinear
0,0.19548810392407473,0.15935833090339716,0.19548810392407473
1,0.32270537371823715,0.3014131474376657,0.377732481763801
2,0.5017107486130825,0.47947513690051907,0.49775055042679134
3,0.7072093113932135,0.669435686400752,0.7345676127984707
4,0.913417018486481,0.8608602891463866,0.9353280316427878
5,1.1454945314015883,0.9961341899485889,1.1202999416048367
6,1.3236903998179206,1.1580077291925897,1.2933242693218125
7,1.4582597859853028,1.3147289942504314,1.4975223720880502
8,1.6913172948612423,1.5205202494495154,1.683234215839714
9,1.8255507545239156,1.737804527272758,1.9153871213770937
10,1.964119049567825,1.8899539920873476,2.152263071657603
11,2.1256299281038906,2.0251724392788963,2.333128835344456
12,2.3657843316661054,2.2266771586595437,2.5429740014143003
13,2.5662569371739457,2.3881082643782143,2.670723814373724
14,2.734270556528749,2.562395780488076,2.9318748043337246
15,2.915570343635613,2.7763209000133626,3.1372568250263972
16,3.1133548596562988,2.9304200122660156,3.335748806510856
17,3.3397972573233217,3.1550074540754824,3.536684871069812
18,3.522831349879712,3.291565364859111,3.7371576295830606
19,3.7487562903815137,3.4187986511531703,3.9394269516546947
20,3.930651183938032,3.617394828219446,4.123091478339365
21,4.166800169139451,3.772611657926422,4.289242825331626
22,4.400862138694041,3.901488470974653,4.496192361089521
23,4.618649407335673,4.033758538548329,4.665139188365969
24,4.843252452556171,4.2133051436256155,4.843252452556168
25,4.921830691391767,4.404200720476866,5.030609168208484
26,4.978019652692953,4.513282973718848,5.207625407045109
27,5.056817160083692,4.659773889189171,5.351084640297169
28,5.235073965230727,4.781304121647441,5.524599925264354
29,5.344231958988227,4.938170408237491,5.70871039313443
30,5.483738874273384,5.080502776935574,5.904750717971892
31,5.63085170081586,5.175982247099738,6.023868212708882
32,5.775776191585277,5.2732405433958345,6.240234455845547
33,5.915376465439676,5.442040466163196,6.365962454086372
34,6.008713798647182,5.582874763527474,6.527788015078793
35,6.098549814929258,5.694844313911988,6.749730139748491
36,6.236360120808382,5.806163138396855,6.849205817842536
37,6.41612010884195,5.901248270386384,6.969413337266869
38,6.556388539892817,6.039416643609244,7.129446061689968
39,6.708403060395391,6.151964333141253,7.281338993719463
40,6.838969833186144,6.313729018604208,7.406124613993255
41,7.011817519847625,6.3888111619635755,7.526508650104093
42,7.094168371798477,6.517949316290593,7.723723114192195
43,7.268338181171009,6.637311678631024,7.889050917424198
44,7.413351984372705,6.819147212368028,8.0411335164397
45,7.589312323001887,6.920951107849912,8.19248125852645
46,7.703694922363772,7.0188656524254736,8.371355889542984
47,7.769604940146641,7.145134806514631,8.541788578875282
48,7.841973968885735,7.2291200119004415,8.736660732778615
49,7.993349475443578,7.314422711083502,8.838742426139847
50,8.071534672352422,7.492613348564026,8.993925762476755
51,8.244391611548894,7.584592904699841,9.177636330775842
52,8.369137896382728,7.689995413160931,9.346343126781685
53,8.487604678457414,7.837544936568049,9.476097222309402
54,8.627482820920422,7.913955290267135,9.620466937914335
55,8.760570150693272,8.02142991788479,9.78301041138939
56,8.899678083396255,8.104421157720862,9.928682430105722
57,9.003570068989964,8.222365184169506,10.06735250836623
58,9.122851120758387,8.350548115959224,10.207434089801213
59,9.248393274756008,8.449825759687624,10.373721829090652
60,9.377764976575156,8.559296068446928,10.537444881443626
61,9.504325536650608,8.624001734351985,10.69756537329522
