Time(Iteration),UpperConfidenceBound,ThompsonSampling,PerturbedHistoryExploration
0,0.3111711130179063,0.6646723423979027,0.3111711130179063
1,0.7894789168269416,1.2112307402510314,0.7894789168269416
2,1.3308315079480615,1.6173176834259266,1.3308315079480615
3,1.8271532676045854,2.1843932441813334,1.8271532676045854
4,2.3757809627323097,2.499748647011999,2.3757809627323097
5,2.874806553092958,2.7888519990475036,2.874806553092958
6,3.342180978160884,3.176355556974061,3.342180978160884
7,3.7804425627123996,3.629974567635834,3.7804425627123996
8,4.293995042372789,3.761928743877655,4.293995042372789
9,4.72441447960265,4.1828654311115185,4.72441447960265
10,4.772177315084163,4.3199216767454995,4.803486534437308
11,4.907961010233558,4.642631520588919,5.04827682623093
12,5.0608277127086385,4.991258644695975,5.333267416670065
13,5.131931393537024,5.171502353907452,5.609632821371664
14,5.253961737527229,5.297660225358868,5.824534985655134
15,5.368946438651745,5.476717707311411,6.017357753951392
16,5.403556196139616,5.596480224876648,6.195517594805526
17,5.425556140129576,5.728516536257918,6.397792263570754
18,5.505713578362483,5.8544904022441235,6.63225818392884
19,5.615746041580264,5.991447926704194,6.772187974609568
20,5.70693098881595,6.097625823892067,6.981220002923034
21,5.771271733770592,6.226905849378836,7.246574092608621
22,5.84776821416194,6.288987996227569,7.341150600349934
23,5.924296951265619,6.378476824175841,7.4329864508825665
24,5.957023022482745,6.508542600888495,7.550605618143187
25,6.068448258306363,6.5540127963411265,7.71646678967358
26,6.115424654121827,6.5945423678634425,7.837412913052518
27,6.147274459788174,6.684193937063365,8.073608959914255
28,6.237364046176616,6.805727607295635,8.186474028631732
29,6.308266827597289,6.845734179909039,8.278259817503185
30,6.3554537002180815,6.920111715046785,8.448173750269785
31,6.422792972558478,6.973077661918543,8.502234606089706
32,6.4721744095371445,7.006876058151041,8.572810000535409
33,6.509303756508556,7.031139952039117,8.72186816719529
34,6.668372464385408,7.1046682834802795,8.773949562467568
35,6.709744930825629,7.133671155618498,8.892925096717914
36,6.823860981565699,7.150215614221072,8.960018616762524
37,6.908299576941448,7.15325486182404,9.219145359213288
38,6.949389592496603,7.185500273598852,9.334509416522762
39,6.9706388366722525,7.286285218336216,9.387730147506485
40,7.035785875899142,7.29788022188332,9.546955132707941
41,7.099405235761326,7.339217783900386,9.728098832510518
42,7.112173879437502,7.349656475862298,9.799153660374005
43,7.124993603176615,7.405926430173534,9.966354994641154
44,7.137813326915729,7.440003697903185,10.069400281999497
45,7.173886626627502,7.472924654047645,10.171996697127259
46,7.276743179635328,7.475963901650613,10.235656009888805
47,7.289562903374441,7.506123085374023,10.26394199002036
48,7.316207829039719,7.544659047612413,10.386548351755405
49,7.371258596638081,7.587961040088419,10.437944331672417
50,7.452239135195678,7.6050166169552,10.551734501554808
51,7.534811267088325,7.717292037821411,10.636133596043113
52,7.569803347551928,7.720331285424379,10.716463602728966
53,7.649477378928866,7.73603942336832,10.87006772237901
54,7.760333733942,7.747634426915423,11.000227441206507
55,7.811622657120876,7.749517362933199,11.112985109994895
56,7.862008961159506,7.765225500877139,11.18387915920136
57,7.897556755857866,7.796106279670084,11.256687947801723
58,7.909220168011788,7.806544971631996,11.331767858453434
59,7.986384848150708,7.808427907649772,11.42433788382143
60,8.033353051947818,7.825292357178904,11.42732605136146
61,8.109944469962524,7.899096929832775,11.5389319657741
62,8.177627480655731,7.902136177435743,11.565386089950817
63,8.19786495423109,7.904019113453519,11.613702528325353
64,8.279688506611741,7.911106929472362,11.686039141422977
65,8.299925980187101,7.914146177075329,11.752902877338887
66,8.32016345376246,7.9160291130931055,11.833699737118998
67,8.3505331142912,7.988839001493391,11.93069273110773
68,8.389407450701135,8.005894578360172,12.012674496847582
69,8.428281787111072,8.038910790934747,12.027274996478598
70,8.443263300622428,8.040793726952522,12.077858474386678
71,8.446251468162458,8.042676662970297,12.162023448403904
72,8.452612659748716,8.05806480998768,12.251523676837069
73,8.470570495110445,8.088633746225433,12.329501907117335
74,8.500673065070057,8.118637198680222,12.363773071620688
75,8.527299154098595,8.121676446283189,12.42000834213275
76,8.544688158361273,8.123559382300964,12.507833063598618
77,8.54989303836234,8.140103840903539,12.619219327615504
78,8.563718240288505,8.174148210927761,12.69007102897324
79,8.61736821334664,8.24881836906513,12.78821016598327
80,8.617419293409577,8.251857616668097,12.813782010491005
81,8.617419293409577,8.253065008316225,12.902268046773443
82,8.632756360364024,8.270120585183006,12.959610029870507
83,8.648144507381406,8.29428206933084,13.060510835337954
84,8.676553659624945,8.297321316933807,13.089461091628682
85,8.719344533836743,8.313865775536382,13.1348696669746
86,8.734732680854126,8.396516991709024,13.191335630672317
87,8.750120827871509,8.406955683670935,13.255716774495658
88,8.750171907934448,8.414043499689779,13.271600626855792
89,8.755376787935514,8.478854312686027,13.309596526222602
90,8.755376787935514,8.480737248703802,13.384603005250886
91,8.755376787935514,8.48377649630677,13.403951984864879
92,8.774457949925681,8.486815743909737,13.429667393424094
93,8.779713909989685,8.524375488428392,13.573769058614266
94,8.78496987005369,8.527414736031359,13.607301266383905
95,8.793576706060762,8.543314001312948,13.61891359847489
96,8.802183542067834,8.558346594887242,13.723331511096935
97,8.802234622130772,8.561385842490209,13.761890719495861
98,8.817622769148155,8.564425090093177,13.878886403812157
99,8.833010916165538,8.565632481741305,13.924874010440268
100,8.878822808377457,8.588936626786552,13.959114943206853
101,8.907231960620996,8.59197587438952,14.010080767736884
102,8.93695642782875,8.593858810407296,14.011237079322076
103,8.950781629754914,8.610914387274077,14.093770747826563
104,8.988094979919383,8.62250939082118,14.229360233340923
105,9.005168648048373,8.624392326838956,14.245244085701056
106,9.051562558480109,8.626275262856733,14.294542493059987
107,9.10900189241242,8.668783345994559,14.359662747164643
108,9.152155002423726,8.707979632176803,14.383351655654602
109,9.169210579290507,8.716223759780837,14.445130490394542
110,9.21055697243273,8.719263007383805,14.48234520216263
111,9.235582031534777,8.736127456912936,14.516565286603045
112,9.237464967552553,8.765413120125128,14.579666220486803
113,9.239296823507392,8.767296056142905,14.635282921374934
114,9.30310737087495,8.770335303745872,14.724064707381396
115,9.306146618477916,8.77337455134884,14.751992985775791
116,9.309185866080885,8.776413798951808,14.75382484173063
117,9.312225113683851,8.815129855055654,14.772370157578502
118,9.324850193308546,8.844415518267846,14.786422153983796
119,9.327838360848578,8.846298454285622,14.81565673713305
120,9.34349541872958,8.84933770188859,14.831504922351703
121,9.346534666332548,8.851220637906366,14.88302594356723
122,9.349522833872578,8.868276214773147,14.90563369591666
123,9.352511001412608,8.915213257427355,14.929952722864646
124,9.355499168952639,8.917096193445131,14.999444204361799
125,9.430794261376874,8.966484852062349,15.007688331965834
126,9.433782428916905,8.967692243710477,15.027712855949474
127,9.436821676519873,8.97738023585808,15.064677764137148
128,9.43986092412284,8.979263171875855,15.1015840661938
129,9.44284909166287,8.979314251938792,15.182072111571708
130,9.454444095209974,8.98235349954176,15.183903967526547
131,9.503821632130562,8.984236435559536,15.183903967526547
132,9.512065759734595,8.987275683162505,15.263836898757168
133,9.515105007337564,8.990314930765472,15.269041778758236
134,9.518093174877594,9.006214196047061,15.291422736628537
135,9.52113242248056,9.008097132064837,15.341346980158008
136,9.524171670083529,9.011136379667805,15.429202194834906
137,9.552057527582104,9.01301931568558,15.443305271303137
138,9.579943385080679,9.04117610637914,15.506530403809725
139,9.664580581680344,9.058231683245921,15.595709442359842
140,9.667568749220374,9.061270930848888,15.713456048083376
141,9.67060799682334,9.064310178451857,15.743261048203161
142,9.67364724442631,9.080209443733446,15.761234571880404
143,9.70042787040263,9.083248691336413,15.789592644061006
144,9.702310806420405,9.08513162735419,15.805440829279657
145,9.704193742438182,9.085182707417127,15.868312903529233
146,9.706076678455958,9.101081972698717,15.955569495536164
147,9.7131644944748,9.102964908716492,16.004928153115497
148,9.715047430492577,9.106004156319461,16.059441283950978
149,9.716930366510352,9.122868605848591,16.11111735000981
150,9.71881330252813,9.12590785345156,16.151469947777247
151,9.760883272507225,9.128947101054527,16.154458115317276
152,9.767971088526068,9.153407557684966,16.19800605763108
153,9.769802944480906,9.155290493702742,16.26419052937159
154,9.776839680436812,9.171189758984331,16.288403343196727
155,9.78503272797791,9.1742290065873,16.30107950288436
156,9.78802089551794,9.177268254190267,16.330080839238025
157,9.848513244710574,9.178475645838395,16.372850909718153
158,9.864448177133646,9.180358581856172,16.42369117540041
159,9.880383109556718,9.180409661919109,16.49482772553176
160,9.89631804197979,9.181617053567237,16.624988135390392
161,9.93044564243166,9.183499989585012,16.725036763165086
162,9.942040645978764,9.186539237187981,16.78877792483107
163,9.978533339484411,9.189578484790948,16.802222112876894
164,9.990128343031515,9.191461420808725,16.838816124696358
165,9.998372470635548,9.1933443568265,16.87111186919339
166,10.001411718238517,9.196383604429467,16.91143911329504
167,10.027704541814144,9.199422852032436,17.000694720747827
168,10.042876833615788,9.202462099635403,17.030315968263476
169,10.045865001155818,9.20434503565318,17.051788257353884
170,10.047747937173593,9.207384283256147,17.12837870672533
171,10.050787184776562,9.22006044294378,17.14248178319356
172,10.053826432379529,9.220111523006716,17.16143838734033
173,10.074823515344224,9.263725655012864,17.182813867023576
174,10.077862762947193,9.266764902615831,17.222546715551577
175,10.124799805601402,9.310479082430147,17.264052519214225
176,10.127787973141432,9.321998930532589,17.321681235010598
177,10.130776140681462,9.325038178135555,17.34368117900056
178,10.133764308221492,9.326921114153333,17.398462630945847
179,10.145308231705659,9.3299603617563,17.427089053684156
180,10.153501279246756,9.410045580058672,17.479700258488375
181,10.161694326787853,9.411928516076447,17.481532114443215
182,10.168731062743758,9.449488260595102,17.491970806405128
183,10.170562918698597,9.45069565224323,17.52452914139787
184,10.172394774653437,9.453734899846198,17.590680868648583
185,10.174226630608276,9.455617835863974,17.60031778073325
186,10.176058486563115,9.458657083466942,17.665286169611583
187,10.177890342517953,9.48311754009738,17.70622640978771
188,10.206248414698555,9.485000476115157,17.74218489292626
189,10.208080270653394,9.488039723718124,17.818027605938575
190,10.208080270653394,9.491078971321091,17.885387114234383
191,10.208131350716332,9.49411821892406,17.90912710278728
192,10.210014286734108,9.515401473413245,17.94415971100193
193,10.211897222751883,9.51728440943102,17.990502541370727
194,10.21378015876966,9.519167345448796,18.042229687492497
195,10.213831238832597,9.522206593051765,18.147719072901243
196,10.213831238832597,9.52408952906954,18.17384936352554
197,10.213831238832597,9.527128776672509,18.22146652361384
198,10.28199205365108,9.530168024275476,18.22146652361384
199,10.331804204162118,9.581842173499108,18.248978120986415
200,10.3567529741836,9.584881421102075,18.263081197454646
201,10.356804054246536,9.587920668705042,18.299995025579385
202,10.3664409663312,9.59095991630801,18.37710711264835
203,10.409278630675676,9.593999163910977,18.41041770328004
204,10.418915542760342,9.595882099928755,18.42558999508168
205,10.428603534907943,9.59776503594653,18.436434298814472
206,10.438291527055544,9.600804283549497,18.510978396620793
207,10.44792843914021,9.603843531152465,18.530834856315813
208,10.44792843914021,9.664796903070487,18.547908524444807
209,10.44792843914021,9.688101048115735,18.57623585221338
210,10.449135830788338,9.73565127013266,18.576286932276314
211,10.449186910851274,9.738690517735629,18.59093851197027
212,10.449237990914211,9.774930517598406,18.615175923685946
213,10.449289070977148,9.777969765201373,18.67176137068257
214,10.449340151040087,9.781009012804342,18.702870054659616
215,10.449391231103023,9.792604016351444,18.705909302262583
216,10.44944231116596,9.795643263954412,18.738114661372016
217,10.449493391228897,9.798682511557379,18.80505399021402
218,10.449544471291834,9.801721759160348,18.81474198236162
219,10.449595551354772,9.81331676270745,18.841522608337943
220,10.449646631417709,9.816356010310418,18.859547212078123
221,10.45825346742478,9.818238946328194,18.898544942819644
222,10.459460859072909,9.832890526022146,18.950251824883402
223,10.514178518948201,9.835929773625114,18.95213476090118
224,10.514229599011138,9.838969021228081,18.992967383282796
225,10.53744339443687,9.839020101291018,19.00335499518177
226,10.537494474499807,9.842059348893986,19.01487484328421
227,10.537545554562744,9.849147164912829,19.016757779301987
228,10.542801514626749,9.852186412515795,19.02835278284909
229,10.542852594689686,9.855225660118764,19.07492073705336
230,10.542903674752623,9.879686116749202,19.08463280458269
231,10.598005522413922,9.880893508397332,19.105736949865346
232,10.59805660247686,9.892488511944434,19.14385816963821
233,10.598107682539796,9.895527759547402,19.145065561286337
234,10.599315074187924,9.916759675179168,19.14805372882637
235,10.600522465836054,9.919798922782137,19.200554940265636
