Time(Iteration),UCBLinear,TSLinear,PHELinear
0,0.237264451160897,0.2975316008172547,0.237264451160897
1,0.48334310023496785,0.5575587238354983,0.4149685110594543
2,0.6551223666984466,0.8620974460143863,0.6393361446249705
3,0.9060361255105567,1.0661513027267575,0.91354584300974
4,1.0781650335805326,1.2488375200588704,1.1474833808283833
5,1.3182150330293263,1.4939721838779159,1.368568619653177
6,1.5260932770089273,1.7512650358160322,1.5902639227366249
7,1.6959081815451764,1.895089126595699,1.8794729258597265
8,1.8746905589536904,2.1709707429877687,2.153893368475872
9,2.1072611960872707,2.4264651904912573,2.4793581038597274
10,2.3698079693994027,2.6250377022438465,2.7120896120459284
11,2.6440971625409735,2.8403396799823315,2.986625997723926
12,2.8971121627350356,2.9682790018978324,3.2894116781325393
13,3.1733415714789412,3.1120165746852666,3.541724545609702
14,3.426295267592726,3.23153401556673,3.7382106133546444
15,3.651879681873825,3.359420124735508,3.9948617239869533
16,3.8865944889429485,3.5157812476890697,4.179096566856955
17,4.052284435128857,3.675377209664366,4.48435266829854
18,4.290225291281157,3.8066195954222244,4.673792389179782
19,4.477381523569318,3.9448855170132218,4.953987250927697
20,4.712147304120078,4.040467144184332,5.214197238955739
21,4.893102107327819,4.177522221734675,5.4793014456298454
22,5.017616298430464,4.293562083501097,5.750542422356363
23,5.176597357543505,4.381979192996492,5.991182821094655
24,5.443367367391858,4.535940477726528,6.215651528150071
25,5.617118935147987,4.618017540471416,6.427936143619137
26,5.726254663140305,4.697179237520915,6.609127597944389
27,5.863172806629564,4.7994609909426575,6.808741443384479
28,6.0965550463225915,4.89036661005896,6.945199612607584
29,6.241402928306753,4.978686723872559,7.121334076453914
30,6.403408367116183,5.093367673730169,7.293933579151248
31,6.571401565020646,5.187075911033772,7.424740412644331
32,6.728675739739328,5.330713997821298,7.671551758263142
33,6.862991902378428,5.421985737860579,7.807569762506459
34,6.996140901472655,5.528856271173232,8.013469800944359
35,7.137850666130876,5.59900118644971,8.146994412063936
36,7.244404751684222,5.714678577837661,8.374883243484344
37,7.3318513266238385,5.787553878573008,8.566755316215557
38,7.457114990410264,5.864846502840954,8.76360144954524
39,7.639357802929519,5.997256826703154,8.872992066158035
40,7.835401560541622,6.0847087037349015,8.995844479672044
41,7.9198214297253005,6.161208196689712,9.128653773267693
42,7.962466146368388,6.2257596474555985,9.367153892525698
43,8.067727344666213,6.2813433668635374,9.643674110994429
44,8.15406083257735,6.415280699665443,9.829883608821543
45,8.243506580625587,6.489121632634108,10.059103266310697
46,8.347061496768998,6.561223564526894,10.21414502409069
47,8.517788509824738,6.678317968577405,10.321495181745691
48,8.569491022916583,6.7524223362227715,10.4894519639924
49,8.679381138695357,6.776994187841863,10.6756457223881
50,8.809981030702808,6.8730842033452415,10.741921159778574
51,8.908230637832645,6.959973263264549,10.926557746671676
52,9.047847676582453,7.06231535629028,11.11406654704188
53,9.17000986755054,7.187680292775392,11.259798789750356
54,9.314408353192471,7.269514303765574,11.431198123909997
55,9.426644149317047,7.42069170838618,11.59991931450062
56,9.561632568115304,7.471152142511251,11.722944836920913
57,9.691882619928041,7.578123777082217,11.911757038176859
58,9.798933009195993,7.602161363120932,12.090575447323342
59,9.921087260116705,7.680673480076744,12.290199855749652
60,10.062451371067729,7.7659609071092275,12.443926292841661
61,10.163849550145194,7.837299939369605,12.643424981692045
62,10.21989560530538,7.899800094736942,12.849403948436784
63,10.285223073826057,7.961790774348252,13.065430639020102
64,10.324933269088131,7.9854450039996125,13.256593622849644
65,10.343992686426729,8.087319656206521,13.34774588634904
66,10.363052103765328,8.13465660927008,13.536137627108925
67,10.390211087882248,8.188916046371654,13.584257898918588
68,10.454261847103048,8.255131774856384,13.722207129203749
69,10.46888406558067,8.327359877606153,13.875662713594398
70,10.518165227667886,8.415330100993625,14.02799967221372
71,10.56773859439417,8.489817275206066,14.164483595121771
72,10.637415070911146,8.534623096396851,14.306527206329326
73,10.733359519421391,8.595163535710551,14.470353317720043
74,10.814489537070662,8.701108244308259,14.594179333661284
75,10.955220897384496,8.791613266814334,14.689549332820775
76,11.127002313121508,8.872640770437487,14.854262797807658
77,11.170004074133576,8.942455987301862,14.998600061465044
78,11.233981641447084,9.001399759196966,15.205300734787846
79,11.273050371287624,9.114729968424086,15.384097533387182
80,11.353125695675795,9.182475973171766,15.557422636474877
81,11.375992708320691,9.218412119572328,15.66535740887183
82,11.383316281017215,9.263333481361498,15.883324714832218
83,11.438605357113733,9.346966719851768,16.002499428959325
84,11.532006857596237,9.401308988079936,16.18082988075359
85,11.592256008933921,9.491603872922804,16.298672819744972
86,11.620274293901769,9.53562968517046,16.40875742545747
87,11.674097596277335,9.637639564178063,16.632717533118598
88,11.69989919807744,9.72972337540218,16.725490169731508
89,11.761044660030704,9.780957493577173,16.915522494529718
90,11.824410705717195,9.851257006285973,17.126330174133322
