Time(Iteration),UCBLinearTheta,TSLinearTheta,PHELinearTheta
0,0.9928616289275711,0.981275908841025,0.9923535889345153
1,0.956313394140819,0.956874772292214,0.9656705965899475
2,0.9519780801583974,0.9380077816824658,0.9474911148844276
3,0.9441087010921049,0.9301267781148799,0.9405436564645218
4,0.9384351519927598,0.9202899208335943,0.935164336618891
5,0.9319746345276041,0.9174004296127218,0.9259844740197712
6,0.9239211862002497,0.9076307810204207,0.9020166563168814
7,0.9200854407566881,0.8983759060457162,0.8932191733853413
8,0.8994249202298169,0.8944318378708231,0.8692064622345436
9,0.8800696931166027,0.8874669255438471,0.8501901226178689
10,0.8744874931763886,0.8644251453082008,0.8413921325714331
11,0.8621304711873853,0.8573055142300433,0.8236563213288104
12,0.8603184006820271,0.85005162409962,0.8111819100105452
13,0.8481091114818853,0.8395298718075074,0.7988853330741659
14,0.8444629450898375,0.8320707203614909,0.7822438195514694
15,0.8212549074628124,0.8282017141890952,0.7598771793740575
16,0.8195508810512523,0.8202871429742091,0.738020536296502
17,0.8123405650028375,0.8209042406270699,0.7125299605982252
18,0.8113210606935531,0.8173328158954807,0.7029260061666648
19,0.8007065151244686,0.8146301686491316,0.6697022201346238
20,0.7713021840354837,0.8029759384818705,0.6521733212614229
21,0.7608032830479268,0.7734671994450326,0.6326961968865519
22,0.7451104510351574,0.7640394404912001,0.6045413726837556
23,0.7205687058490217,0.735563963751229,0.559486811986691
24,0.7194321773897655,0.7262286873279464,0.5386372483741487
25,0.7057302319310874,0.7223583947227369,0.5266568266341799
26,0.7040329103667843,0.7208849016155777,0.5205731673128914
27,0.7054425951378944,0.710256260473811,0.516715527737075
28,0.7025325262221052,0.7091513427298314,0.5103996180369277
29,0.6949006824082303,0.7056587153876654,0.5091552204622285
30,0.6969476946908474,0.6992810960118232,0.5049245010713964
31,0.6750496989411173,0.6905708959604653,0.49594164040170885
32,0.6732168944525851,0.6833016795955411,0.48906778072315804
33,0.6723426139063344,0.6780348750147238,0.484552389219275
34,0.6709987992961682,0.6786933723856847,0.4803003565837269
35,0.6700827040188881,0.6665264058655044,0.4790482854916086
36,0.6689321713381584,0.6665947282596478,0.47734766253639166
37,0.662025201681154,0.6597784967308925,0.4764826702107263
38,0.6436744821458298,0.6465230926508732,0.4759627791926503
39,0.6390633478106371,0.6415593706216153,0.4743717045215533
40,0.628192793299281,0.6309788048047272,0.47121617076993055
41,0.6056523119818419,0.6308566769563054,0.4700134057849663
42,0.5994110835279531,0.6227200428305855,0.4683247064213713
43,0.5980477488775806,0.6228654157318567,0.4669527490119488
44,0.5977700519729222,0.6210701184342504,0.46518579650499803
45,0.5976682065080187,0.6205188592419306,0.46329050096741115
46,0.5960388323980526,0.6176550273485444,0.46361675764694077
47,0.5957740873403081,0.6163604133654088,0.4625838987345743
48,0.597967982249063,0.6064867957272021,0.46186420836178854
49,0.5977288942549823,0.6078567712974918,0.46200826675865275
50,0.5962274048800775,0.5990582278664455,0.4613479345797452
51,0.59621121019812,0.5878193981517355,0.46061020423382815
