Time(Iteration),UCBLinearTheta,TSLinearTheta
0,0.987671396914014,0.9801466247444184
1,0.9715963564617066,0.9659372264479483
2,0.9696807462912055,0.9434260878812568
3,0.9582365867362581,0.9286795348383234
4,0.9402691782703692,0.9027946084839149
5,0.9300890104672559,0.8924682373899868
6,0.9229589443454046,0.873976605591419
7,0.9118097443801622,0.8631413998189457
8,0.8662894311870415,0.8609216588560452
9,0.8620538655836485,0.8525553405067967
10,0.8537433469902661,0.839789757120356
11,0.8445684261603198,0.8383640622323743
12,0.830335401554357,0.8279013052766837
13,0.8053393072825905,0.8089491866655386
14,0.8038931977244201,0.8001845190470668
15,0.800172931396415,0.790875702170523
16,0.7995462075755186,0.7882532222875902
17,0.7960170898705694,0.7661273665863819
18,0.7950964338042624,0.7561394969967846
19,0.7963825651784111,0.7258956364513831
20,0.7955722910523356,0.7200254302459936
21,0.7932887684775968,0.7078138038441624
22,0.7945865467906079,0.6774550243945743
23,0.7922100024590605,0.6735573250494302
24,0.7897895900446973,0.6672774627967056
25,0.7821834180124262,0.6680169420689387
26,0.7759264190360351,0.6663321120004044
27,0.7628262461745299,0.6590453406293179
28,0.7571892810066183,0.6521071487474639
29,0.7450119280501915,0.6507542802085982
30,0.7448349205077642,0.6444615165533861
31,0.7370311696416176,0.6351677377895586
32,0.7372095382759769,0.6349507845402961
33,0.7181745192214579,0.6308239048352152
34,0.71843299643869,0.6282291961689965
35,0.7190823791792252,0.6270007309479386
36,0.7189615218527511,0.62672405453043
37,0.7184706635878906,0.5998029294089013
38,0.7182861151651286,0.5981597444359557
39,0.7174412197987509,0.597624231738877
40,0.7169372280138426,0.5952794990655276
41,0.7149264968890219,0.5947488930033665
42,0.7143646376569663,0.589865149651299
43,0.713884395221012,0.580988467389095
44,0.7033184068054588,0.5762408002019418
45,0.7027310414568728,0.5640794027863657
46,0.7029298309882247,0.5572029471939928
47,0.6900214682836612,0.54730978100265
48,0.685979604163333,0.5471565339875681
49,0.6829989006012558,0.5488684334841702
50,0.67481992012055,0.5485290037555777
51,0.6721315972965042,0.5480859964721037
52,0.6579334347174582,0.5462958674309423
53,0.6512223168989795,0.5401023491590808
54,0.6289168039043476,0.5353407178651144
55,0.6224147353592494,0.533954060914352
56,0.6229255079412357,0.5324825262793096
57,0.6228188465483161,0.5328036861280678
58,0.6168511095679127,0.5222678184395263
59,0.6186237317538602,0.5222813514621605
60,0.6169224363491745,0.5195182106404392
61,0.6087329153535699,0.5187810968728831
62,0.6058721013739953,0.5169978798754797
63,0.5865284456091404,0.5170958679355216
64,0.5789332886199295,0.5174074482677394
65,0.5787834809332565,0.5172156808716479
66,0.5797990282993605,0.5171795023302611
67,0.5784090803494333,0.5160949960897458
68,0.5783889544685581,0.5159696260085836
69,0.5784696679017932,0.5159766009112502
70,0.5785058798655179,0.5156663593038854
71,0.5784807425757434,0.5154965486989829
72,0.5786692304482233,0.5145331550631147
73,0.5785438129347249,0.514679913509207
74,0.5785066565717123,0.5150596650328338
75,0.579038796698237,0.512577589856234
76,0.5790231209732777,0.5082633915356064
77,0.5789264916632868,0.5094492229839866
78,0.5788844079712084,0.5094556436039934
79,0.5788948491461313,0.50926715813991
80,0.5789046467710239,0.5084130385765404
81,0.5789132467538927,0.5084683035775518
82,0.5789015699206144,0.508377891995264
83,0.578904983694666,0.5081961504465453
84,0.5789152760289696,0.5081836388200837
85,0.5789099543525145,0.5038557802829853
86,0.5789242717878416,0.504515305906384
87,0.5789099448828502,0.5045038184529336
88,0.578901692467162,0.5044880940580827
89,0.5789145093240842,0.504564721143517
90,0.5789173783553557,0.50398948880755
91,0.578885591299352,0.5014009893582954
92,0.5788804056521094,0.5012121022136086
93,0.5788758708680428,0.5027873881577152
94,0.5788725637450645,0.4988912336996404
95,0.5788786657171708,0.4988939127051024
96,0.5788607512065098,0.49862431572192756
97,0.5788684503684858,0.49731776419891727
98,0.5788607033733882,0.4902401878651287
99,0.5787733600316439,0.490218682316408
