Time(Iteration),UCBLinearTheta,TSLinearTheta,PHELinearTheta
0,1.043944073139501,1.0034154791419843,1.0036870403055076
1,1.0932081011231194,0.9990644221032815,0.9990882121679526
2,1.1215877608359561,0.9981570698151598,0.9979844684141271
3,1.1961741570956883,1.0006673579957148,1.0059576156374626
4,1.2385042393033474,0.9880322584887974,0.9965323064727587
5,1.2729195172314471,0.9856610517520498,0.9952728206210579
6,1.3406278705977974,0.9653601386576515,0.9987785879720976
7,1.3632921461366458,0.9615801970603076,0.9926793890666822
8,1.424468925580994,0.9607798139571401,1.0037922299061188
9,1.487061699585417,0.9473098237093371,1.0012433970852497
10,1.558764251156053,0.9457472158387803,1.0180143211833355
11,1.577526358000949,0.9362801977016068,1.0113898421885965
12,1.600771684878935,0.934749709272884,1.0043354990486788
13,1.656799296536067,0.9340640969636563,1.008570925077168
14,1.7207646933911627,0.9306053728699482,1.0141842694204397
15,1.768003914801162,0.9271829893552159,1.0119331554994169
16,1.7923021851654197,0.9234448253122272,1.0181464442646868
17,1.825898118922899,0.9214531484915124,1.007430134466715
18,1.8617275619058755,0.9181360611371392,1.0022879755264238
19,1.8599717305656949,0.9146005485106187,0.9904305296863288
20,1.8803056883305025,0.9130016700164584,0.9917258635065986
21,1.9009452433015337,0.9093936875886071,0.9966535373996624
22,1.9488245260319161,0.9077895947487784,1.0010302961354989
23,1.950603245641395,0.9079174350896679,0.9955638361372274
24,1.974775958608174,0.9062835945279926,0.9979169181276818
25,1.9851205924829016,0.9029196495303861,0.9904267441729985
26,2.0042429306733416,0.9004277794249219,0.9831464619989575
27,1.993090241863344,0.900163918074704,0.984406006692877
28,1.9923871798038326,0.9008692447435035,0.9835175806112559
29,1.9425256622918075,0.8941376566248744,0.9784121172543033
30,1.9443897156326924,0.8919095141210951,0.9835869528698113
31,1.9173462820135392,0.8912154642519962,0.9782756223902982
32,1.9057987536813326,0.8945026499317779,0.9772966658199902
33,1.8890089143126176,0.8942355566902478,0.9726510455666582
34,1.880492091877656,0.8917898134886805,0.9633098659356607
35,1.8591370509282477,0.8872647135320788,0.9663040141587664
36,1.8580904333115977,0.8941733711203581,0.9754300152556692
37,1.8624557068892258,0.8902536154204496,0.9803833649895454
