Time(Iteration),UCBLinear,TSLinear,PHELinear
0,0.5239569669171973,0.5852474424891063,0.4853521354088688
1,1.2423988696910393,1.035390163789342,1.0654055171216252
2,1.7566015173741054,1.520755098427546,1.746468752180029
3,2.0723732246168685,2.114941480931188,2.2916793791289702
4,2.255885937875316,2.4938805685289682,2.8896144166790725
5,2.4357626020990564,2.6880981471939647,3.5406099602491743
6,2.5481007459656215,2.9211084119000974,4.045494994517471
7,2.6443232657996196,3.18792955734161,4.673160015842714
8,2.7555945021253203,3.3691109600743943,5.3003701970444705
9,2.788519528761885,3.6332426706295715,5.805168555362298
10,2.928084475436775,3.825758093849237,5.888368746823795
11,2.9959766477474874,4.060760755876851,5.99179694717896
12,3.1971435694417325,4.2232978123292915,6.08306756794978
13,3.3142019653144374,4.3973610532955885,6.1743381887206
14,3.369938853318743,4.538008449469089,6.26560880949142
15,3.511756783734852,4.668241979153935,6.356879430262239
16,3.5414379307539705,4.831511039743816,6.4400796217237355
17,3.5711190777730892,4.884227603237628,6.523279813185232
18,3.600800224792208,4.957777281105015,6.606480004646729
19,3.6304813718113267,5.003139933827914,6.689680196108225
20,3.6601625188304454,5.06915051618733,6.772880387569721
21,3.74871799970187,5.138825356859541,6.856080579031217
22,3.780776182229617,5.2372483611703835,6.939280770492713
23,3.847944450137324,5.259830042899447,7.02248096195421
24,3.8800026326650707,5.323295946819668,7.1056811534157065
25,3.912060815192818,5.475925708351037,7.188881344877203
26,3.9586749539260473,5.512056630528962,7.272081536338699
27,4.005289092659277,5.5600480515427755,7.355281727800195
28,4.051903231392506,5.653169233926551,7.438481919261692
29,4.0984639057797665,5.712921402056408,7.521682110723188
30,4.145024580167027,5.79320651800285,7.604882302184684
31,4.209417619169303,6.017013929765529,7.6880824936461805
32,4.255978293556564,6.090115695727995,7.7366534041905455
33,4.302538967943824,6.214561364583815,7.78522431473491
34,4.334597150471572,6.276190943491059,7.833795225279275
35,4.3666553329993185,6.29395359870482,7.88236613582364
36,4.398713515527065,6.32362333249217,7.930937046368004
37,4.430771698054813,6.379362242773807,7.979507956912369
38,4.46282988058256,6.429818854013727,8.028078867456733
39,4.494888063110308,6.481762061270646,8.076649778001098
40,4.5269462456380545,6.499621002155453,8.125220688545463
41,4.559004428165801,6.511135618042209,8.173791599089828
42,4.591062610693549,6.573691724846111,8.222362509634191
43,4.623120793221296,6.594325271970102,8.270933420178556
44,4.655178975749044,6.643826331253402,8.319504330722921
45,4.68723715827679,6.752999224376542,8.368075241267286
46,4.719295340804537,6.76848112975272,8.416646151811651
47,4.751353523332285,6.809666064751875,8.465217062356015
48,4.783411705860032,6.877040317149709,8.51378797290038
49,4.81546988838778,6.896867435776509,8.562358883444745
50,4.847528070915526,6.910759087171894,8.61092979398911
51,4.879586253443273,6.957075997369495,8.659500704533475
52,4.911644435971021,6.973755796101234,8.708071615077838
53,4.943702618498768,6.984322792487956,8.756642525622203
54,4.9757608010265155,6.996087682230238,8.805213436166568
55,5.007818983554262,7.030158056975649,8.853784346710933
56,5.039877166082009,7.047169569531666,8.902355257255298
57,5.071935348609757,7.068579873213399,8.950926167799661
58,5.103993531137504,7.094509243407529,8.999497078344026
59,5.1360517136652515,7.09590810830061,9.048067988888391
60,5.168109896192998,7.123667952092191,9.096638899432756
61,5.200168078720745,7.142078957568974,9.145209809977121
62,5.232226261248493,7.153974487536412,9.193780720521485
63,5.26428444377624,7.193703350462998,9.24235163106585
64,5.2963426263039874,7.207595001858382,9.290922541610215
65,5.328400808831734,7.218065712574058,9.33949345215458
66,5.395569076739441,7.2337016061347175,9.388064362698945
67,5.427627259267188,7.263371204547686,9.436635273243308
68,5.459685441794935,7.279631594735102,9.485206183787673
69,5.491743624322682,7.283456695393217,9.533777094332038
70,5.52380180685043,7.290056402290515,9.582348004876403
71,5.555859989378177,7.293881502948631,9.630918915420768
72,5.587918171905924,7.305646392690913,9.679489825965131
73,5.619976354433671,7.317248842072994,9.728060736509496
74,5.652034536961418,7.323848548970292,9.776631647053861
75,5.684092719489166,7.330448255867592,9.825202557598226
76,5.716150902016913,7.443352378433853,9.873773468142591
77,5.74820908454466,7.457345404421733,9.922344378686955
78,5.780267267072407,7.505307137017844,9.97091528923132
79,5.812325449600154,7.5076841725264725,10.019486199775685
80,5.844383632127902,7.536076155838178,10.06805711032005
81,5.8764418146556485,7.543505134087994,10.116628020864415
82,5.908499997183396,7.555400664055432,10.165198931408778
83,5.940558179711143,7.567003113437512,10.213769841953143
84,5.97261636223889,7.573602820334811,10.262340752497508
85,6.004674544766638,7.577776291467076,10.310911663041873
86,6.0367327272943845,7.59462536366289,10.359482573586238
87,6.068790909822132,7.631901930521043,10.408053484130601
88,6.100849092349879,7.669402657202032,10.456624394674966
89,6.132907274877626,7.681167546944314,10.505195305219331
90,6.164965457405374,7.692883236430191,10.553766215763696
91,6.19702363993312,7.704729566141223,10.602337126308061
92,6.229081822460868,7.716282815266898,10.650908036852424
93,6.261140004988615,7.727885264648978,10.69947894739679
94,6.293198187516362,7.736875548152076,10.748049857941155
95,6.32525637004411,7.748477997534157,10.79662076848552
96,6.357314552571856,7.750904233299191,10.845191679029885
97,6.389372735099604,7.75750394019649,10.893762589574248
98,6.421430917627352,7.799856025723763,10.942333500118613
99,6.4534891001551005,7.839173023282908,10.990904410662978
100,6.485547282682849,7.844387406384297,11.039475321207343
101,6.517605465210598,7.850987113281596,11.088046231751708
102,6.549663647738346,7.857586820178895,11.136617142296071
103,6.581721830266095,7.869140069304569,11.185188052840436
104,6.6137800127938435,7.897014982418324,11.233758963384801
105,6.645838195321592,7.948895357656167,11.282329873929166
106,6.677896377849341,7.977734335336007,11.330900784473531
107,6.709954560377089,8.011738495860829,11.379471695017894
108,6.742012742904838,8.018338202758128,11.42804260556226
109,6.774070925432587,8.10508277825444,11.476613516106625
110,6.806129107960335,8.116847667996723,11.52518442665099
111,6.838187290488084,8.161688663645247,11.573755337195355
112,6.870245473015832,8.16823917028614,11.622326247739718
113,6.902303655543581,8.17483887718344,11.670897158284083
114,6.93436183807133,8.186603766925723,11.719468068828448
115,6.966420020599078,8.198368656668006,11.768038979372813
116,6.998478203126827,8.204968363565303,11.816609889917178
117,7.0305363856545755,8.216733253307586,11.865180800461541
118,7.062594568182324,8.281471654344323,11.913751711005906
119,7.094652750710073,8.337373454858213,11.962322621550271
120,7.126710933237821,8.354222527054025,12.010893532094636
121,7.15876911576557,8.360822233951325,12.059464442639001
122,7.190827298293319,8.416711688898271,12.108035353183364
123,7.222885480821067,8.437813887655084,12.15660626372773
124,7.254943663348816,8.442036559043753,12.205177174272094
125,7.287001845876564,8.488099060304284,12.25374808481646
126,7.319060028404313,8.527172177534478,12.302318995360825
127,7.351118210932062,8.57376089031238,12.350889905905188
128,7.38317639345981,8.58536333969446,12.399460816449553
129,7.415234575987559,8.624016266343649,12.448031726993918
130,7.4511637623336835,8.635618715725728,12.496602637538283
131,7.483221944861432,8.642218422623028,12.545173548082648
132,7.515280127389181,8.678059801581664,12.593744458627011
133,7.547338309916929,8.707115653618228,12.642315369171376
134,7.579396492444678,8.713715360515527,12.690886279715741
135,7.611454674972427,8.720315067412827,12.739457190260106
136,7.643512857500175,8.75364847253521,12.788028100804471
137,7.675571040027924,8.782487450215049,12.836599011348834
138,7.707629222555672,8.8235472089908,12.885169921893203
139,7.739687405083421,8.852386186670639,12.93374083243757
140,7.77174558761117,8.963818123684835,12.982311742981938
141,7.803803770138918,8.970417830582132,13.030882653526305
142,7.835861952666667,8.977017537479432,13.079453564070672
143,7.8679201351944155,9.018077296255182,13.12802447461504
144,7.899978317722164,9.02467700315248,13.176595385159407
145,7.932036500249913,9.038018605778387,13.225166295703776
146,7.964094682777661,9.044618312675684,13.273737206248143
147,7.99615286530541,9.056220762057766,13.32230811679251
148,8.028211047833159,9.080273871609549,13.370879027336878
149,8.060269230360907,9.086873578506848,13.419449937881245
150,8.092327412888656,9.093473285404148,13.468020848425613
151,8.124385595416404,9.100072992301445,13.51659175896998
152,8.156443777944153,9.133723176465853,13.565162669514347
153,8.188501960471902,9.137945847854523,13.613733580058716
154,8.22056014299965,9.144545554751822,13.662304490603082
155,8.252618325527399,9.156148004133902,13.710875401147451
156,8.284676508055147,9.182546025960853,13.759446311691818
157,8.316734690582896,9.189145732858153,13.808017222236185
158,8.348792873110645,9.195745439755452,13.856588132780553
159,8.380851055638393,9.2368051985312,13.90515904332492
160,8.412909238166142,9.312814638950474,13.953729953869288
161,8.44496742069389,9.319365145591368,14.002300864413655
162,8.47702560322164,9.323587816980039,14.050871774958022
163,8.509083785749388,9.330187523877338,14.09944268550239
164,8.541141968277136,9.341789973259418,14.148013596046757
165,8.573200150804885,9.344216209024452,14.196584506591126
166,8.605258333332634,9.355818658406532,14.245155417135493
167,8.637316515860382,9.362418365303832,14.29372632767986
168,8.674377440872913,9.386308711396998,14.342297238224228
169,8.711438365885442,9.489143976155788,14.390868148768595
170,8.748499290897971,9.495743683053087,14.439439059312964
171,8.785560215910502,9.514419646044864,14.48800996985733
172,8.822621140923031,9.559054095167715,14.536580880401697
173,8.859682065935562,9.565653802065015,14.585151790946066
174,8.896742990948091,9.608338959201763,14.633722701490433
175,8.93380391596062,9.62381241240222,14.682293612034801
176,8.970864840973151,9.713847763701484,14.730864522579168
177,9.00792576598568,9.718021234833747,14.779435433123535
178,9.044986690998211,9.724620941731047,14.828006343667903
179,9.08204761601074,9.78133830431562,14.87657725421227
180,9.11910854102327,9.795889996431537,14.925148164756639
181,9.1561694660358,9.807492445813619,14.973719075301005
182,9.19323039104833,9.818279792968038,15.022289985845372
183,9.23029131606086,9.830044682710321,15.07086089638974
184,9.26735224107339,9.851146881467134,15.119431806934108
185,9.304413166085919,9.875199991018917,15.168002717478476
186,9.34147409109845,9.881799697916216,15.216573628022843
187,9.378535016110979,9.888399404813516,15.26514453856721
188,9.41559594112351,9.900001854195596,15.313715449111578
189,9.452656866136039,9.918727017443778,15.362286359655945
190,9.489717791148568,9.925326724341078,15.410857270200314
191,9.526778716161099,9.931926431238377,15.45942818074468
192,9.563839641173628,9.943528880620457,15.507999091289047
193,9.600900566186159,9.988309721638256,15.556570001833416
