Time(Iteration),UpperConfidenceBound,ThompsonSampling,PerturbedHistoryExploration,UCBLinear,TSLinear,PHELinear
0,0.3135246167281633,0.3333945157135666,0.3135246167281633,0.3135246167281633,0.3174740364931024,0.3135246167281633
1,0.6798214877936679,0.6745239119767141,0.6798214877936679,0.6798214877936679,0.737966314372997,0.6798214877936679
2,1.1371853673745096,1.037779357329541,1.1371853673745096,1.1047581560802864,0.9711133807600165,1.1371853673745096
3,1.4570226033851603,1.321732963148913,1.4570226033851603,1.4245953920909369,1.2752638153220535,1.4570226033851603
4,1.8671483186167035,1.669237687898184,1.8671483186167035,1.8347211073224803,1.7611807350180186,1.8671483186167035
5,2.2569137295064032,2.050834756752412,2.2569137295064032,2.22448651821218,2.1206769614424155,2.2569137295064032
6,2.4794638743171884,2.422207738417767,2.4794638743171884,2.4280901423910217,2.3983899201177423,2.4794638743171884
7,2.8593469160587492,2.7864303832890744,2.8593469160587492,2.786515516585801,2.703644016467909,2.8593469160587492
8,3.268724670203278,3.1471213199175914,3.268724670203278,3.152803478655506,2.9699299717068164,3.268724670203278
9,3.5412011015176588,3.501070124590291,3.5412011015176588,3.4252799099698876,3.2696466852423227,3.5412011015176588
10,3.8735267361552914,3.914219178063186,3.8735267361552914,3.712492086096007,3.423175782690187,3.8735267361552914
11,4.158329970273973,4.246668395437299,4.158329970273973,3.997295320214689,3.6574602403305847,4.158329970273973
12,4.54554422262566,4.573429480671927,4.54554422262566,4.331545797988051,3.9446097179300765,4.54554422262566
13,4.856354060846287,4.933307719199198,4.856354060846287,4.61054593454036,4.1545176266267525,4.856354060846287
14,5.16165352808701,5.2369337020989395,5.16165352808701,4.915845401781083,4.357247006763879,5.16165352808701
15,5.551326379826348,5.692249699892626,5.551326379826348,5.292911254253802,4.57504862860638,5.551326379826348
16,5.878459023227389,6.032000544481604,5.878459023227389,5.629923361538756,4.7922101512587805,5.878459023227389
17,6.280427720298013,6.330594052032871,6.280427720298013,6.032504198334829,5.059534649758505,6.280427720298013
18,6.608870700429361,6.759232105502849,6.608870700429361,6.360947178466177,5.218496558976911,6.608870700429361
19,6.913983157059503,7.089882908630662,6.913983157059503,6.695492790179657,5.354460226727385,6.913983157059503
20,7.406059532019254,7.36015508798958,7.406059532019254,7.161805119166559,5.5975289822419425,7.406059532019254
21,7.828411376270209,7.554636984581793,7.828411376270209,7.576067545064314,5.806218742655899,7.828411376270209
22,8.139450939555463,7.99897876218284,8.139450939555463,7.906182943105533,6.010178323227612,8.139450939555463
23,8.452153990520753,8.2051990851738,8.452153990520753,8.21413841845251,6.183570809407246,8.452153990520753
24,8.821366904583211,8.442413523550966,8.821366904583211,8.562672586561003,6.279157393676765,8.821366904583211
25,8.856236333561123,8.680040137450078,8.917880822989748,8.73561987079813,6.466864836498074,9.011451229898444
26,8.982335354341856,8.916340318831034,9.008778954630653,8.955232041676968,6.711323504756409,9.16559630384161
27,9.18541942515898,9.15991150868703,9.169829261139819,9.084423764327262,6.944264649439309,9.442120272683976
28,9.332572496224603,9.251107787062557,9.321920700692026,9.15986785191507,7.085132486200519,9.513111050848263
29,9.499976073698802,9.523869735437081,9.500381982859194,9.244157315315887,7.29433548716155,9.709076444418816
30,9.648407618928307,9.641531672650325,9.620145783128082,9.382147427973404,7.421677609810371,9.832759259582993
31,9.816920578764195,9.913030487550323,9.797555866022716,9.480950745527423,7.543928384289647,9.927773968397496
32,10.006681395585197,10.155397526791813,9.972950404468076,9.56333294075832,7.677965315002403,10.035094628772885
33,10.141856747389344,10.33644494382696,10.151729965501772,9.622315205228645,7.783228300485544,10.181295538958159
34,10.301814173226536,10.467371897891265,10.324654600528408,9.777136677621636,7.843022129741085,10.304745851654944
35,10.40568743756496,10.75247883257325,10.488813261307726,9.892554684587378,7.988578551714262,10.430053777001936
36,10.569009112625404,10.831861164106124,10.632705773419685,10.099383471529777,8.140762379711212,10.497831334437418
37,10.781957748924688,10.994056017935845,10.778768386748188,10.160365371160745,8.329577211746294,10.622417474747536
38,10.980784345941945,11.167850252510942,11.027585935128094,10.242459790541563,8.40566613817044,10.765564445043958
39,11.210749535019533,11.309876740403368,11.234864474130253,10.316959420179364,8.511715127724417,10.912369642326627
40,11.410746204753178,11.52908687943582,11.472449146907088,10.423942141693367,8.634909858471564,11.004142744526384
41,11.584253161407066,11.659920980466216,11.573849460337565,10.518980254335892,8.836326346104654,11.095516812215816
42,11.657249573100128,11.725941766591633,11.819371347338013,10.623900536211558,9.034581480261968,11.206709399762058
43,11.787230616742164,11.877042076158114,12.099081070074508,10.717048511406162,9.24506503969975,11.336845502034238
44,11.9440549536449,12.040251073933224,12.268989078620965,10.753033915993466,9.36127761608842,11.41245744024683
45,12.129541834062909,12.181364515864862,12.495787878635975,10.832748173347184,9.499597309375073,11.475304948839263
46,12.195008468692233,12.326959689985346,12.673221658404985,10.889251856903517,9.709916454959389,11.551638820260706
47,12.305563295058544,12.479897450640383,12.931898593177147,10.941147829164056,9.85421096160717,11.703982700877482
48,12.431698380088546,12.641105217913665,13.102130727309,11.00473518462837,10.020494386033207,11.796995589084538
49,12.473878736854353,12.854763704570729,13.324100080275636,11.071219486137704,10.145178343015676,11.875190829442648
50,12.57876741297235,12.958169385653823,13.490359104137031,11.128159017032154,10.189773432504534,12.02286483630367
51,12.74711550112249,13.090323537493068,13.682252093370417,11.18246797207542,10.315268985255337,12.073252357323948
52,12.890831102849706,13.19004253586462,13.86065638125965,11.2366375817706,10.426324661333254,12.18706658164404
53,13.02366007128185,13.322154524195238,14.00641911384351,11.281533985258331,10.471400651666587,12.306286769453163
54,13.219436274128583,13.546864667055937,14.168695583391331,11.324333423447905,10.576666879265463,12.397067086556982
55,13.399120275182815,13.69795778735595,14.402961413826276,11.43002938680947,10.704277133690333,12.487669545300038
56,13.475625517850094,13.871687979366218,14.64206471931303,11.545852332277004,10.862899950877125,12.604866605757229
57,13.663823972079474,13.9775612349592,14.855103667823787,11.616679025122988,10.985164589181057,12.674036746769305
58,13.794564923131684,14.140644989332205,15.063681488476314,11.698854030193596,11.195485237806748,12.78089055569887
